NUISANCE_PARAMETERS
0.0968194   0.0104509   0.00276565   -0.0670522   -0.0220725   -0.0190585   0.0122559   0.0270441   0.0198682   -0.0135482   -0.0117517   -0.00543024   -0.0055191   -0.00258032   0.010228   0.00829918   -0.0356635   -0.0222797   0.00230374   0.00737987   0.0196317   0.0102536   0.0042402   0.00262914   0.0189879   0.0224261   0.00166796   -0.0171307   0.00293789   -0.00101218   -0.102056   0.0283525   0.0396638   0.0427982   -0.0239993   -0.0386232   0.0194923   -0.0318085   -0.047497   -0.00599381   0.0458886   0.00351929   -0.0323355   0.00194338   -0.0160271   -0.0851155   -0.00430763   0.00383318   0.045326   -0.0168191   0.0164658   -0.072476   0.00360513   0.00164355   -0.00815743   4.74464e-08   -1.10814e-08   1.05911e-08   2.78617e-05   -2.92915e-05   7.87594e-05   1.79838e-05   -0.00269639   -0.00153004   -0.0135299   -0.0032811   -0.00787531   -1.57404e-05   -0.021572   -0.131924   -4.4951e-07   -0.0153631   0.0320459   0.131583   -0.00091149   -0.0888435   1   -0.00465835   -0.0100468   -0.00912761   0.00242735   -0.0112776   0.0262283   0.00182672   1.46464e-05   0.000854587   0.0198833   0.000292622   0.000435396   -0.00249309   -0.00271146   -5.81631e-07   0.00914169   0.00369807   -0.00358684   -0.0133559   -0.0115551   0.00566679   -0.0267469   -0.0130378   0.00164095   0.0234367   0.015706   -0.00361775   -0.126805   -0.0576035   0.0121498   1.67226e-05   8.5962e-05   4.87685e-07   -0.000533223   1.85954e-05   2.61946e-05   0.000416149   -0.000626269   0.00107946   0.000310021   -0.0434053   -0.00285359   3.93442e-06   0.0338707   -0.00019026   -0.0114133   -0.000668625   0.00661209   3.25486e-05   0.0160648   -0.000434285   0.00160918   -0.0159707   7.1734e-06   -0.00032367   -0.000125646   -0.00166847   0.00152482   0.000974136   0.0132296   2.82684e-07   -2.18314e-06   2.60048e-06   -0.000293157   0.00104221   -0.00228479   -0.00358497   0.00242913   
0.0935026   0.0102095   0.00443581   -0.0658792   -0.0205252   -0.0179292   0.0127497   0.0257294   0.0197689   -0.0133165   -0.0124916   -0.00581941   -0.00625758   -0.00218893   0.00826753   0.00843676   -0.0358618   -0.0236788   0.00146957   0.00714176   0.019965   0.0113868   0.00363629   0.00188993   0.0188871   0.0222718   0.000984714   -0.0168971   0.00227242   -0.00234989   -0.103568   0.0276482   0.041573   0.043154   -0.0240153   -0.0377748   0.0200448   -0.0315065   -0.047725   -0.00600091   0.0429068   -0.00758284   -0.022661   0.00205127   -0.0162128   -0.074018   -0.00563611   0.00583928   0.0460219   -0.0154261   0.0179648   -0.0785398   0.00345194   0.00190513   -0.00617228   5.09979e-08   -7.5418e-09   1.10587e-08   5.37402e-06   -2.97847e-06   5.86479e-05   -7.78961e-06   -0.00264468   -0.00172938   -0.013049   -0.00336406   -0.00655881   -2.58883e-05   -0.0203376   -0.127565   -2.18352e-07   -0.0148156   0.0320976   0.127465   -0.000641066   1   -0.0888435   -0.00510573   -0.01067   -0.009917   0.00293865   -0.0120555   0.028418   0.00122169   1.15044e-05   0.000824704   0.0197968   0.000262358   0.000711253   -0.00234516   -0.00262504   -3.45636e-07   0.00905926   0.00335197   -0.00361506   -0.0127131   -0.0100889   0.00598845   -0.0276475   -0.0115218   0.00132643   0.0219315   0.011879   -0.00391352   -0.125157   -0.0556155   0.0110903   -5.65102e-06   5.85094e-05   5.11823e-06   -0.000532081   -3.27737e-06   1.42625e-07   0.000423377   -0.000646202   0.00119592   0.000721545   -0.0407496   -0.00231139   1.49509e-05   0.0378558   -0.000478906   -0.0111141   -0.00060368   0.00737368   -0.000268345   0.0091632   -0.000445324   0.00136054   -0.0150589   2.58101e-05   -0.00033254   -0.000123566   -0.001667   0.00154769   0.000720796   0.0127743   2.61705e-07   9.80228e-06   1.02383e-05   -0.000200705   0.00100473   -0.00227786   -0.00358646   0.00211392   
0.00393257   0.000451294   -0.00011719   7.00836e-05   -3.45434e-05   0.000149836   -3.60471e-05   0.000221712   -0.000297302   -0.000106993   7.97765e-05   -0.000132834   -0.000136091   2.58745e-05   -2.35362e-05   0.000105328   -0.000139918   0.000240677   0.000177065   0.000272517   8.59855e-05   -0.000221893   7.58733e-05   0.000222576   -1.4122e-05   9.91956e-05   -6.40667e-05   0.000181838   -6.31799e-06   -0.000103927   0.000441768   0.000295332   0.000109806   5.57658e-05   6.53066e-05   8.57641e-05   -1.66813e-05   9.17762e-05   -0.000891413   -0.000176561   0.00178306   -1.04378e-05   3.78455e-05   0.000143523   -0.000295479   -0.00155035   -0.000675393   -0.000467115   0.000326762   -0.000369332   7.58064e-05   -0.00104968   4.13394e-05   5.73071e-06   -0.000403708   -5.21155e-10   -8.02932e-09   -6.69565e-09   2.214e-05   -2.21352e-05   2.09449e-05   2.05635e-05   1.65272e-05   1.53964e-05   -0.000451298   0.000208756   -0.000207956   2.46052e-05   -0.000212531   -0.00333557   -6.07642e-09   -6.28418e-05   0.000795629   0.00369757   1   -0.000641066   -0.00091149   -3.76142e-05   -9.78947e-05   -1.95554e-05   1.06466e-05   -3.8252e-05   0.000180079   5.78972e-05   2.75574e-07   2.90606e-05   0.000349912   6.75142e-05   -1.79391e-05   -2.4556e-05   -1.59546e-05   3.10683e-08   4.86977e-05   9.55556e-05   4.11316e-05   0.000169757   -0.000660179   0.000181187   -0.000305019   0.000155623   -3.57191e-06   0.000425429   -0.000517385   5.21474e-05   -0.000345909   -0.00156308   0.000281453   2.05207e-05   2.23689e-05   8.00251e-07   1.69925e-05   2.05255e-05   2.16421e-05   -2.43467e-06   2.28498e-06   -1.38473e-05   6.26175e-05   -0.00113788   -8.22525e-06   5.91294e-07   0.000652648   -9.57919e-06   -3.06856e-05   5.97123e-05   -0.000777428   0.000101431   -0.000550176   -1.7527e-05   5.51286e-05   -0.000268965   -3.57392e-07   -3.42673e-06   -8.94604e-06   -3.08474e-05   1.78069e-05   -7.29951e-05   0.000552792   -2.25165e-08   -6.21228e-06   6.27109e-06   1.4536e-06   1.41883e-05   -4.58774e-06   -2.92084e-05   -2.98229e-05   
0.409689   0.17324   0.0318396   0.00338772   -0.0238844   -0.000480087   -0.0208287   0.0173785   -0.0334204   0.0222659   0.0490753   -0.00926846   -0.076211   0.00303612   0.044131   0.0223314   -0.00741523   -0.0229814   -0.056755   -0.0564673   -0.0543363   -0.0449614   -0.00262214   0.0302569   0.0251238   -0.0337216   -0.000268521   0.0276629   -0.0403229   -0.00426929   -0.0356692   -0.0349898   0.00730342   0.0500074   0.0734501   0.0950524   0.0784606   0.061008   -0.137307   0.025554   -0.11154   0.0482924   0.267279   -0.0522565   -0.0679474   -0.0728153   -0.0308126   -0.0316304   0.075356   0.063131   0.0566487   0.48456   0.0212215   0.0118656   0.0249392   -1.38818e-08   -1.99481e-07   1.58948e-07   8.85581e-06   -1.27524e-05   0.000382312   -4.56519e-05   0.00394994   -0.000623547   0.00726101   -0.00994851   0.0516201   -0.000337975   -0.0180156   -0.167359   7.01484e-07   0.119172   -0.0548491   1   0.00369757   0.127465   0.131583   -0.0431049   -0.0848896   -0.0822245   0.0300093   -0.0968709   0.247158   -0.014978   -0.000117117   -0.00172457   -0.0447274   0.0034313   0.00503759   -0.00790466   0.00299824   -3.92724e-07   -0.0124394   0.0100952   0.00140577   0.0660526   0.0349012   0.0899626   -0.0872414   0.0168008   0.00709207   -0.100128   0.0106931   -0.013702   0.0791073   0.243402   -0.00906013   -4.41951e-05   5.37499e-05   -5.22669e-06   0.000327428   -1.89803e-05   3.39168e-06   -0.000118016   0.000410255   0.00270369   -0.00145458   0.161844   0.0044483   1.28658e-05   0.0231749   0.00279761   0.00435738   -0.00210116   -0.151233   0.0156215   -0.057548   0.00167474   -0.00387594   0.000380648   -9.47429e-05   -0.00135418   -0.000216243   -0.0036872   0.00341301   -0.00677418   0.0235309   -1.54077e-05   3.73041e-05   1.0368e-05   0.00308128   -0.00246609   0.00951445   -0.00567044   0.00171152   
0.24004   -0.00519315   0.00302922   0.0245998   -0.0017745   -0.0227488   0.0103175   0.0182982   -0.0165887   -0.0711674   -0.0381942   -0.062993   0.0809491   0.00779773   -0.0223918   0.00198106   -0.00524823   0.00776916   -0.0126457   -0.0111936   0.0202022   -0.00137093   -0.0156525   -0.0353228   -0.0371107   0.0418549   0.00211034   0.00732688   -0.00805049   -0.0224241   -0.0371606   -0.0303936   0.0170249   0.0401296   0.0118599   0.0376435   0.0269276   0.0208236   -0.0102087   0.00115045   -0.00565858   0.0281878   -0.027344   -0.0135052   -0.0402037   0.0534482   -0.0185282   -0.000884919   -0.0137374   0.0147909   -0.0506863   0.125934   -0.00503307   -0.000776894   0.00622218   1.44183e-08   -5.14082e-08   -6.74482e-08   4.9701e-06   8.39152e-07   3.07266e-05   -1.55671e-05   0.0117653   0.000948334   -0.0116721   -0.0182086   -0.00646467   -3.45769e-05   0.0566011   0.110728   -2.27781e-07   0.0181761   1   -0.0548491   0.000795629   0.0320976   0.0320459   0.00222825   0.00610964   0.00708922   -0.000345697   0.00933893   -0.0486614   0.000725803   8.66543e-07   0.00151257   -0.0321492   0.00185323   0.000483493   -0.0114936   0.00766963   -1.70158e-07   -0.00657127   0.008017   0.000698382   0.0252702   -0.00454596   -0.0016252   -0.0270316   0.0399683   -0.00359461   -0.0229947   0.0262194   -0.00218122   0.0690611   0.00851681   -0.0147707   -8.09113e-06   -3.60394e-06   -6.48975e-06   0.000422274   2.32082e-06   8.65032e-08   3.63291e-05   0.000384552   0.000371406   0.00396979   0.0397853   0.00163416   -6.95733e-06   -0.00971132   -0.00262351   -0.0108184   0.00168459   0.0636188   0.0135471   -0.035737   -0.0130708   -0.000393743   0.00615264   -3.62275e-05   -0.00015663   9.64149e-05   -0.000351181   0.000369074   0.00127952   -0.00704472   -3.1598e-07   -4.09343e-06   -8.36336e-06   0.000736358   -0.000263106   0.00107881   -0.0050256   0.0151254   
-0.0272791   0.0148409   -0.00619296   0.00481068   0.00218889   0.00605889   -0.0012359   -0.00424504   -0.00948729   -0.00235294   -0.00335201   0.00174254   0.00315709   0.00338084   0.00619318   -0.00301451   0.000505335   0.00399356   0.00364356   0.00443092   -0.00162017   -0.00223437   0.00247718   0.00410568   0.00331099   8.75919e-05   -0.00332329   0.00627161   -0.00194949   0.0081078   0.011362   0.00842007   0.00030177   -0.000973846   5.48516e-05   -0.00582754   -0.00692682   -0.00498187   -0.00360879   -0.00294175   0.0394902   0.00179778   -0.00596654   0.0140696   0.0120806   -0.0176666   -0.00139142   0.0027929   0.00484892   -0.0118992   0.000599101   -0.0484974   -2.61106e-06   -0.000422253   -0.00055482   3.35331e-08   -2.16483e-08   2.59324e-08   8.66866e-07   -3.88681e-08   -4.77758e-06   -8.08938e-06   -0.000169549   1.27817e-05   0.000354757   0.00156631   0.00255414   3.95913e-06   -0.000611922   0.014881   7.36599e-08   1   0.0181761   0.119172   -6.28418e-05   -0.0148156   -0.0153631   7.42553e-05   6.50953e-06   0.00174954   -9.02525e-05   0.00193776   -0.00488931   0.00284449   -7.88806e-06   0.000839845   0.00661476   6.91341e-05   -0.000972607   -0.00072576   0.00313246   -2.26142e-07   0.00122188   -0.00410628   0.00120606   0.0022985   -0.00537599   0.00532569   -0.00195313   0.0172996   0.00099482   0.00973163   -0.0311558   0.000846871   -0.00283888   -0.0300024   0.00267982   -8.39273e-06   7.87608e-06   -1.41976e-07   -0.000195112   -2.61034e-06   7.25219e-07   -3.4526e-05   -0.000169951   -5.76162e-05   -0.000473629   -0.024731   0.00320339   7.48829e-06   0.0103339   -0.000322549   0.00124241   -0.000226636   -0.00465619   0.00175323   0.00176944   6.48049e-05   0.000687689   0.000784408   7.99223e-06   -9.91307e-05   -4.11925e-05   -0.000262261   0.000266237   -0.00290377   0.010913   -3.69361e-06   6.7683e-06   6.72789e-06   0.00078094   -0.000282377   -0.000375971   0.00128826   0.00105842   
6.09002e-07   2.77135e-07   -2.94284e-08   -5.34364e-08   -3.47135e-07   -3.55406e-07   -3.40032e-07   -2.77397e-07   -1.6419e-07   1.33742e-07   3.39914e-07   2.05951e-07   -1.63645e-07   5.9765e-08   1.18057e-06   -2.05811e-07   1.47495e-08   -2.67773e-08   -1.19389e-07   -1.10968e-07   -1.21656e-07   -8.90681e-08   -1.54815e-07   -7.80938e-08   -9.77179e-08   -9.64275e-08   3.1382e-08   -7.45792e-08   -2.77753e-07   -4.88666e-09   2.7326e-08   -1.54375e-07   -5.01988e-08   -2.28395e-07   -8.85731e-09   6.17181e-08   -1.25481e-07   -4.67586e-07   -3.36231e-07   -2.05508e-08   -8.83473e-07   8.68e-07   -3.20475e-07   -2.38194e-07   -3.1177e-07   8.44171e-07   -1.07602e-07   1.37561e-07   9.76873e-07   4.73697e-08   3.5069e-07   -8.54115e-08   6.81225e-08   6.77776e-09   -2.61598e-07   -7.60216e-09   5.72499e-13   6.14612e-13   -7.63599e-09   -1.51657e-08   -1.44173e-08   -8.84986e-11   8.15146e-08   4.90654e-09   8.19789e-08   -1.43639e-07   2.22806e-07   -8.43279e-09   9.28376e-08   7.45199e-07   1   7.36599e-08   -2.27781e-07   7.01484e-07   -6.07642e-09   -2.18352e-07   -4.4951e-07   -5.55722e-08   -1.38946e-07   -1.41236e-07   2.50479e-08   -1.03614e-07   1.55192e-07   -1.52292e-08   -9.39253e-10   -2.27448e-08   -1.5728e-07   6.88462e-07   -3.47042e-08   -1.1145e-07   5.17388e-09   -3.80102e-08   -5.5193e-08   -1.08171e-07   -6.58946e-08   1.84794e-07   -4.82035e-08   1.90419e-07   -2.95985e-07   2.30166e-07   2.16861e-07   -2.21346e-07   5.89138e-08   -1.10013e-07   5.79114e-07   -3.27881e-07   -1.89145e-07   -7.67056e-09   -7.59001e-09   1.34168e-12   2.5684e-08   -4.91627e-11   -7.64517e-09   2.57145e-10   -4.31772e-09   2.10689e-08   -1.84028e-07   2.65189e-07   7.99081e-08   -7.6513e-09   -8.10031e-07   1.54099e-07   -5.6782e-08   -2.08746e-07   -4.36467e-07   7.93975e-08   9.85408e-07   5.64939e-09   -8.17424e-08   -9.22928e-09   -3.80954e-08   -2.06918e-09   5.84102e-11   -7.32904e-09   6.83138e-09   2.6991e-08   -5.11123e-07   -1.52307e-08   2.04553e-11   -1.52182e-08   6.62786e-09   -3.13547e-08   -8.51172e-09   5.19313e-09   8.15674e-10   
0.120005   -0.0799208   -0.0458635   -0.0215758   -0.122612   0.0011057   0.0750696   -0.00111273   0.0660486   0.0704598   0.0745929   -0.0714359   -0.0416694   5.7663e-05   -0.0938502   0.100919   0.0417052   0.112577   0.0803152   0.12174   0.0680031   0.0180419   0.0123907   -0.0385273   -0.0128436   -0.110508   -0.00813178   -0.0811825   0.00768559   -0.0314674   0.131265   0.0530605   0.138836   0.104387   0.104961   0.107482   -0.058274   -0.0791318   -0.204644   -0.0288621   -0.000983152   0.218593   -0.285993   -0.0118022   -0.201029   0.264391   -0.270278   -0.0449008   0.13565   -0.0519481   0.130114   0.0714413   0.00700103   0.0018959   -0.0108435   1.53622e-07   -2.07154e-08   -1.3493e-07   -3.1831e-06   1.55169e-05   -0.000812542   -1.78027e-05   -0.0222563   4.85665e-05   -0.0792195   0.0858521   -0.0733884   0.000754491   -0.376126   1   7.45199e-07   0.014881   0.110728   -0.167359   -0.00333557   -0.127565   -0.131924   0.0196068   0.0268899   0.0343047   -0.0247462   0.0335094   -0.0622991   0.0290986   -2.03413e-05   0.00436118   0.0859149   -0.00177695   -0.00723164   0.0026972   0.000838488   3.85618e-08   0.00306966   -0.0086549   -0.0177733   0.164996   -0.0486789   -0.0497902   0.0067682   -0.000483226   -0.0150708   0.104158   -0.0749906   -0.0205871   0.146826   -0.26667   0.0866492   -7.55213e-06   3.86595e-05   -4.39738e-06   -0.0005075   -4.80214e-06   -1.47234e-05   0.000277687   -0.000467901   -0.0040263   0.0278035   0.00429855   0.0095795   -1.85294e-05   0.0624998   -0.00567622   0.0138897   0.0351611   -0.102556   -0.0390106   -0.00870258   -0.0239502   0.00499282   -0.0206998   -6.3963e-05   0.00019812   0.000235622   -0.0116731   0.0114214   -0.0192864   0.0450711   2.39297e-06   -9.4436e-06   2.50566e-06   0.000725614   0.00297213   -0.00559679   0.0111365   -0.0193481   
0.0903918   0.0354789   0.00565765   0.0742412   0.112093   -0.0440059   -0.0817923   0.0871641   -0.0218118   -0.0432666   0.0708705   0.154521   -0.149914   -0.00528455   -0.0747848   -0.0543964   0.0227838   0.0418924   0.0536729   0.0224506   0.017103   0.0505661   0.00203687   0.0189932   -0.108609   0.00593663   0.00200607   0.300361   -0.0773553   0.0645294   -0.0770858   0.0183225   -0.040457   -0.0270375   -0.124295   -0.0266285   0.073488   0.110683   0.0201827   -0.00381242   -0.0225476   -0.0674036   0.000755027   -0.0167244   0.0256889   0.127453   0.0153604   -0.0131036   0.155708   0.0196273   -0.0704838   -0.0177729   0.00379981   -0.000421447   -0.0058572   -8.58623e-08   -1.08424e-08   4.99538e-08   -1.69637e-05   1.40453e-05   -0.000400393   -1.51036e-05   -0.00814692   -0.00699511   -0.0101823   0.091889   0.00756948   0.000361885   1   -0.376126   9.28376e-08   -0.000611922   0.0566011   -0.0180156   -0.000212531   -0.0203376   -0.021572   0.0067526   0.0214647   0.0159701   0.00509936   0.0234456   0.0146328   -0.00408555   -0.000156444   -0.00225168   0.0267858   -0.00119886   0.000890064   0.0127928   -0.00540114   -2.41703e-07   0.00104569   0.0012631   0.059717   -0.0439228   -0.00910007   0.0181907   0.0136232   -0.0274309   -0.0120118   0.039861   0.0170119   0.0492763   0.00334169   -0.0388822   -0.0972312   -1.66958e-05   4.56584e-06   -4.31181e-06   0.000140261   -1.44903e-05   -1.08405e-05   -0.00121601   0.000138615   -0.00194432   0.00451205   -0.0110151   -0.0060554   -3.79888e-06   -0.0408321   3.26502e-05   -0.0146331   0.00174142   -0.123388   -0.0204069   0.026289   -0.000298956   -0.00110964   0.00420675   1.50695e-05   8.14008e-05   -6.53802e-06   0.00346247   -0.00324459   0.00975506   -0.0227538   -3.60181e-06   -2.41492e-07   -6.97753e-06   -0.0015296   -0.000521272   0.000499935   -0.00325372   -0.0225925   
7.7606e-05   -1.23421e-05   4.13342e-05   0.000200661   0.00025915   0.000175827   0.000171409   1.08736e-05   -4.01038e-06   2.18787e-05   -1.13264e-05   -7.4506e-05   -0.000291917   2.4454e-05   0.000161147   -6.25723e-05   0.00320322   0.000458573   -0.000987427   -0.0012787   -0.000889981   -0.000872091   0.000831055   0.00014334   0.000820342   0.000521665   3.24459e-05   0.000148295   3.20378e-05   0.000116829   0.0001123   0.000307111   0.000478974   0.000409147   0.000176312   4.62324e-05   -0.000104087   -0.000264358   -0.000513754   -2.63062e-05   0.000403027   -0.000503547   -0.000561745   -5.03904e-05   0.000484381   0.000770346   0.00063013   -0.000876912   1.13955e-05   -0.000968932   -0.000325963   -1.19983e-05   3.62146e-06   5.52143e-06   1.31615e-05   1.98961e-10   -7.71994e-09   -7.96327e-09   -4.47367e-08   4.47137e-08   2.37979e-05   -5.0716e-07   0.000172131   -4.42939e-06   4.96547e-05   -0.00035267   0.000187695   1   0.000361885   0.000754491   -8.43279e-09   3.95913e-06   -3.45769e-05   -0.000337975   2.46052e-05   -2.58883e-05   -1.57404e-05   -2.02072e-05   -4.91586e-05   -1.65263e-05   1.08052e-05   -2.90696e-05   0.00016897   -2.67817e-05   2.76351e-07   1.46108e-05   -0.000109042   -3.55108e-06   6.52145e-06   5.40963e-05   2.50475e-05   5.40112e-10   -1.09071e-05   5.27406e-05   3.80402e-05   0.000473855   -5.00398e-05   5.20991e-06   -0.000127029   0.000126149   2.59213e-05   0.00105495   0.000322566   6.28083e-05   0.000413428   -0.000246245   -0.000359159   -5.20038e-07   3.00083e-06   4.61108e-07   3.30444e-06   -1.73643e-08   -3.87579e-08   -1.28067e-06   4.68798e-06   3.42151e-05   -3.94257e-05   1.33747e-05   5.06319e-05   -1.00873e-06   -0.000204245   -0.000118261   4.02143e-05   1.63549e-05   5.42732e-05   0.000233085   -0.000104321   -1.20877e-05   4.17638e-06   -8.98363e-05   -4.88496e-06   6.86715e-07   -9.6207e-08   -3.09224e-05   3.02864e-05   -7.50539e-05   -6.80418e-05   4.97206e-07   -3.84648e-07   -9.83148e-07   6.26901e-06   1.81164e-05   -8.63154e-07   2.64835e-05   1.52503e-05   
0.0920448   0.0171681   -0.0269473   -0.0203865   0.0377606   0.014579   -0.000256686   0.0450943   -0.0158712   -0.0270852   0.00575214   -0.0274958   0.0267499   -0.00405801   -0.0272037   0.0072366   -0.0486336   -0.00277715   0.00203172   -0.0548408   0.051352   0.0212857   -0.0228837   0.0200181   0.0229983   -0.0181237   0.00125225   -0.0544929   0.0167002   0.0444628   -0.0271767   -0.0233647   0.061185   -0.0257366   -0.00676618   -0.0288757   0.0258328   -0.0147656   0.0150585   6.18428e-05   -0.0202516   -0.00552717   -0.02737   -0.00256325   0.0131507   0.0727575   0.00343776   0.00102071   -0.00783928   -0.00712377   -0.0108846   0.0164649   -0.00155126   -0.00086839   0.00119403   2.67364e-08   1.09882e-08   1.53422e-08   -6.41595e-06   6.46043e-06   -0.000230671   -8.98152e-06   0.00974475   0.00239054   -0.0156831   0.026227   1   0.000187695   0.00756948   -0.0733884   2.22806e-07   0.00255414   -0.00646467   0.0516201   -0.000207956   -0.00655881   -0.00787531   0.00901847   0.0181938   0.0142399   -0.00666854   0.0171002   -0.0494141   0.00061008   5.26927e-05   0.00136159   -0.0043602   -0.000415017   -0.00424781   0.00839685   -0.0039836   -3.53245e-08   0.0047134   0.0024554   -0.0105014   0.00480088   -0.00147133   0.000884415   0.0284578   -0.0210732   -0.00436867   -0.0108584   0.0123505   -0.00746782   0.0111656   0.00139265   0.0165184   -8.54271e-06   -5.10528e-05   -1.78076e-06   0.000115716   -7.30881e-06   -7.64686e-06   0.000182734   0.000177127   0.000261412   0.00481543   0.00120891   -0.00294029   -1.16926e-06   0.00251165   -0.0078328   0.00340213   0.0056051   0.0157413   -0.0143675   -0.0136718   -0.00252155   0.000647599   0.00128081   3.9844e-06   -5.24497e-05   -3.29386e-06   -0.000305247   0.000314628   0.00275684   -0.0126858   -1.13942e-06   7.72376e-06   -2.98914e-06   -7.8628e-05   0.000250974   0.000223848   0.00259369   -0.00351498   
-0.034517   0.00790227   0.0032499   -0.0800862   -0.171273   0.0171991   -0.0163204   0.0249052   0.065341   -0.0533825   -0.0578118   0.000649312   0.0492513   0.00333415   0.0162188   -0.0050511   0.0443178   0.0132943   -0.0483603   0.00236625   -0.0529728   0.0135516   0.0374403   -0.0275516   -0.00330802   0.0149152   0.000741889   0.0362443   0.00397329   -0.057397   0.0424584   0.0179039   -0.0234171   0.052403   0.0188538   0.0333675   -0.0185272   -0.0646085   -0.00574852   2.73178e-05   0.00357317   -0.0263978   -0.0145839   0.00711426   -0.00565695   0.00221957   -0.00346787   0.0205732   0.0260273   0.00381589   0.0220718   0.0178021   -0.00055515   -0.00010252   -0.000586817   2.60363e-08   -1.89769e-08   -3.13567e-08   4.59002e-06   -3.69501e-06   0.000389715   2.50112e-06   -0.00068217   -0.00164322   -0.0130253   1   0.026227   -0.00035267   0.091889   0.0858521   -1.43639e-07   0.00156631   -0.0182086   -0.00994851   0.000208756   -0.00336406   -0.0032811   -0.00360278   -0.00862727   -0.00761069   0.00215463   -0.0099186   0.00238419   -0.00299358   -3.56395e-06   -0.00125561   -0.000661736   0.00119842   0.000512161   -0.0222054   0.00341767   -1.32048e-07   -0.00144156   0.00189332   0.00884899   0.0180566   -0.00016965   0.00458089   -0.0349395   0.0170783   0.00260496   0.000997335   0.00826551   0.0132645   0.00653073   -0.000175115   -0.0263319   3.03823e-06   5.0678e-05   -1.43344e-06   0.000131441   3.16429e-06   3.61005e-06   -0.000192784   0.000110549   0.000566755   -0.00365722   0.00430536   0.000536798   8.29524e-07   0.0365147   0.00869573   -0.00650685   -0.00232143   0.00592374   -0.000752614   -0.00582919   -0.00371971   0.000432263   -0.00739387   -5.01142e-07   1.69597e-05   1.41011e-05   -0.00150018   0.00141398   -0.00080476   0.0100549   -3.42563e-07   1.94313e-06   -4.73394e-07   0.000547367   -0.000383448   0.000325444   -0.00143439   0.00767018   
0.00699826   0.02851   -0.0111099   -0.0362562   -0.0283222   -0.0043286   -0.00584608   0.0336326   -0.0195992   -0.0487087   -0.0179187   0.019258   0.0298579   0.000957192   -0.00379287   -0.00508456   -0.0148235   -0.00171123   -0.00476058   -0.0230244   0.0248418   0.0148718   -0.0141677   0.0186396   0.00410479   0.00432396   0.000716797   0.00779148   0.0104524   0.00355852   0.00924457   0.0072285   0.0172014   0.000847054   0.00115588   0.00962912   -0.000830386   -0.0204629   -0.0201571   -0.00174519   -0.0160565   -0.015675   -0.0243065   0.0061441   0.0098681   0.0600055   0.0055515   0.0206452   -0.0207762   0.00444144   0.0107502   0.00439906   -0.00111091   -0.000461085   -0.0016353   2.67113e-08   9.68036e-09   -3.86946e-09   -3.43985e-06   4.84093e-06   -6.90907e-05   -3.0424e-06   0.00667187   0.000202022   1   -0.0130253   -0.0156831   4.96547e-05   -0.0101823   -0.0792195   8.19789e-08   0.000354757   -0.0116721   0.00726101   -0.000451298   -0.013049   -0.0135299   0.000527327   0.000789672   0.00157623   -0.000150803   0.00167091   -0.0181594   0.00107447   5.65393e-05   0.00128463   -0.00528031   0.000102673   -0.00175272   -0.00659116   0.000947298   2.35974e-08   0.00409646   0.00129181   0.00308776   0.00985419   -0.00385829   0.0104357   0.000982877   0.00496453   -0.0006089   0.00686552   0.0071386   0.00813059   -0.00825623   -0.0166365   -0.00495486   -4.00991e-06   -1.9526e-05   -1.01893e-06   8.38779e-05   -2.16838e-06   -4.5898e-06   -8.81523e-05   0.000117886   0.000192945   -0.000278301   -0.000631609   -0.00232474   -1.39886e-06   0.0037616   -0.00028901   -0.00648858   0.000885095   0.0297183   -0.00481182   -0.0174996   -0.00678517   0.000138251   -0.00659596   5.00059e-06   -2.78924e-05   7.06993e-06   -0.00129689   0.00126941   0.00258499   -0.0051717   -7.17122e-07   6.24185e-06   -3.83327e-06   -5.64474e-05   0.000171537   -0.000289586   0.00190441   0.000170999   
