NUISANCE_PARAMETERS
-0.131364   -0.0141017   0.0175106   0.00654284   0.0138891   0.0218732   0.0139757   -0.00969288   -0.0143494   -0.0161528   -0.0139505   -0.00386939   -0.00941143   0.00223959   -0.038286   0.00657888   0.0145971   0.0328426   0.0474067   0.0537448   0.0269004   0.000394319   -0.0243401   -0.0375519   -0.0322537   -0.0173402   0.00352541   0.00617912   -0.00987569   0.125955   0.187154   1   0.175009   0.101573   0.0422834   0.000199193   0.000303755   0.0159086   0.0630514   -0.000286677   0.0510213   -0.0820948   -0.0710633   -0.0177674   -0.0163918   0.0100146   0.0219702   -0.0176263   0.0355638   0.109459   -0.0621228   0.0452019   -8.7678e-05   -0.0010603   0.00286397   -3.43041e-08   -8.02813e-09   -6.86083e-09   -5.69758e-06   8.66936e-06   1.51804e-06   -2.86936e-06   -8.55237e-06   -0.00298748   -0.000794927   0.00788111   0.0175602   -0.0239463   -4.21313e-06   0.0180774   0.0576341   1.01859e-07   0.00912813   -0.0308747   -0.0376184   0.000233244   0.0164653   0.0159391   -0.00225534   -0.00142898   0.000999034   0.00381423   0.0029133   0.00277936   0.00279963   -5.22071e-05   -0.00012331   -0.00863009   5.47051e-05   0.00275118   -0.000219782   0.00212862   -1.46817e-07   -0.00705073   0.00579987   -8.72703e-05   -0.0477655   -0.000423505   -0.00182414   -0.0246784   0.0113897   -0.0060261   0.011841   0.0341527   -0.00402622   -0.190524   -0.00222017   0.00648789   -1.03757e-05   -1.22785e-05   -4.87744e-06   0.000315664   -1.17944e-05   -9.47269e-06   2.08403e-05   0.00026108   -0.00209233   0.00512432   0.0182936   0.00029663   1.09128e-05   0.000245875   -0.00423254   -0.00284112   -0.00533728   -0.0267969   -0.00103872   0.0899217   -0.0038537   -0.000894346   0.0289934   -2.11971e-05   8.88898e-05   -3.9441e-06   -2.49104e-06   0.00300056   -0.00303184   0.00527409   0.00912046   -1.23361e-05   -3.77448e-06   4.77831e-06   -0.000194152   0.00123449   -0.00254323   -0.000888914   -0.00364822   
-0.17896   -0.00133193   0.0231098   0.0136902   -0.00019753   0.0224873   0.0170757   -0.0228248   -0.00654341   -0.00189434   -0.0172303   -0.0209751   0.00181622   0.00187091   -0.0326987   0.0203857   0.0216917   0.0331876   0.0354755   0.0340335   -0.00179082   -0.0151201   -0.0218094   -0.0317855   -0.0163854   -0.00648688   0.00582777   -0.0342512   -0.0173934   0.126185   1   0.187154   0.125098   0.0493687   0.0343188   0.00461001   -0.0254805   0.00108995   0.0612822   0.000790034   0.0319465   0.00644084   -0.127016   -0.0230432   -0.0202623   0.0538353   0.0180416   0.0191804   0.0533961   0.182021   -0.102663   0.0876441   0.000202112   0.000988323   0.0011284   1.09719e-08   -9.11333e-10   2.19438e-09   1.24103e-05   -4.27811e-07   3.164e-07   1.31505e-05   3.88019e-06   -0.0024905   0.000423677   0.00961958   0.042745   -0.0261306   9.16521e-06   -0.0774587   0.131295   9.73946e-08   0.0124259   -0.037583   -0.0301289   0.000411808   -0.098523   -0.09867   -0.00802062   -0.0129262   -0.0128832   0.00695651   -0.0134215   0.0327175   -0.00148825   -0.000102643   -0.000339776   -0.00672021   0.000590735   0.00363074   -0.00180029   0.00176267   -6.7461e-08   -0.00928465   0.00975499   -0.00862125   -0.0211804   0.00113401   0.00553131   -0.0254414   0.00946999   -0.00514501   0.00277013   0.0574284   -0.0183403   -0.150358   0.00683468   0.0170515   4.06479e-06   1.62386e-06   -2.58422e-06   0.000759133   1.9668e-06   4.2243e-06   0.000192644   0.000720205   -0.00128873   0.00487397   0.024236   0.000716144   -2.96725e-06   -0.00384483   -0.00333722   -0.0247815   -0.00332884   0.0325712   0.00518195   0.0524008   -0.00427692   -0.00177435   0.0239649   -1.6227e-05   0.000311603   -7.51485e-06   -5.19648e-06   0.00284336   -0.00285221   0.00444629   0.00652159   -1.26666e-05   -3.80638e-06   1.58603e-06   0.000152299   0.00156646   -0.000381578   -0.025592   -0.00136911   
-0.119867   0.00685538   0.00910196   0.00982514   0.0247158   0.0019945   -0.000247305   0.00589653   -0.00984453   -0.0050737   0.00201503   0.00472523   -0.0173102   -0.00305788   -0.0319421   0.0127644   0.000643996   0.0241066   0.0399898   0.0226202   0.00701198   -0.0118264   -0.019956   -0.00948196   -0.00734955   0.0259812   0.00533745   -0.000138073   -0.0212754   1   0.126185   0.125955   0.0813993   0.0342086   0.00222835   -0.0229707   -0.0115425   -0.00112137   0.0259538   0.000826586   -0.00900649   0.0311244   -0.106974   -0.0153971   0.000138501   -0.0138936   0.0553607   0.018996   0.0768457   0.186586   -0.116861   0.0480088   0.00177035   0.00050455   -0.00242941   1.5114e-08   -1.4441e-08   3.0228e-09   6.84552e-05   -6.35973e-05   -1.25162e-06   5.94156e-05   6.0548e-05   -0.00467382   -0.000712556   0.0036985   -0.0586634   0.0452416   6.61288e-05   0.0630565   -0.033233   -6.70407e-09   0.00995306   -0.0214933   0.00555953   -9.47188e-05   0.00366867   0.00339106   -0.00297144   -0.00330623   -0.00432437   0.00350457   -0.00354452   0.0175051   -0.00418735   -9.00377e-05   -0.000434731   0.00644904   0.000146489   0.00142956   0.001951   -0.00300457   -1.13715e-07   -0.00126788   0.00887226   -0.00271008   -0.10445   0.00129782   0.00556696   -0.0106344   -0.0161245   -0.00502633   0.033135   0.0523956   -0.0120238   -0.0337037   0.00749483   0.0132522   6.14301e-05   5.73683e-05   5.35153e-07   0.000510677   5.70627e-05   5.9647e-05   0.000105069   0.000538737   -0.000320384   0.00454685   0.0154647   -0.00583896   1.04956e-05   0.00156271   -0.00154945   -0.0319974   -0.00372254   0.042965   0.00544775   0.0684684   -0.00238374   -0.00127408   0.0131617   -1.50208e-05   0.000407058   -4.86582e-06   -2.92557e-06   0.00239187   -0.00237141   0.00785203   0.00809463   -1.89712e-06   -1.42394e-06   1.794e-06   -0.000828541   0.00204176   -0.00529779   -0.0408548   -0.000895437   
-0.109938   -0.0104693   0.0299147   0.00504739   0.0184767   0.0290895   0.0168169   -0.015999   -0.0175773   -0.0308732   -0.038829   -0.0225402   0.00644642   -0.000554432   0.0813198   0.0261653   -0.00685797   -0.00353251   0.0131292   0.0079658   -0.00540199   0.0118701   0.0217034   0.0241016   0.0209732   -0.00737473   -0.000195109   0.22858   1   -0.0212754   -0.0173934   -0.00987569   -6.97863e-05   -0.0126039   0.00625627   -0.0150722   -0.00890536   -0.0176393   0.0692451   0.000387575   -0.0535507   -0.00554318   -0.0529175   -0.053511   -0.0383709   0.00934936   -0.00290371   -0.00850572   -0.184815   -0.150972   -0.0207517   0.00137259   -0.000517632   -0.00407784   -0.0060764   -4.71532e-08   -2.36466e-08   -9.43065e-09   7.46831e-06   -1.16e-05   5.97092e-07   5.35533e-06   3.20958e-06   0.00123085   -0.000462164   0.0109473   0.00413692   0.0149062   6.85815e-06   -0.06239   0.00152319   -1.1293e-07   0.000337145   -0.00689671   -0.0321217   -2.46411e-05   0.00429446   0.00354291   -0.00206109   0.0199822   0.00322032   0.00821994   0.0188272   -0.0118135   -0.0232748   -0.00272064   -0.0135754   0.0205583   0.000275744   0.00470077   -0.00355901   -0.000573062   8.53677e-08   0.0100184   -0.000338114   -0.0317502   -0.0130915   0.000623414   0.00314518   -0.0490627   -0.00292898   0.0127959   0.0410315   -0.00220208   -0.276119   0.025927   0.00375802   0.162084   3.22454e-06   5.23074e-06   -3.18676e-06   -4.34655e-05   3.13775e-06   3.99613e-06   0.00145843   -0.000122671   1.9033e-05   -0.00937767   -0.00168641   -0.00495415   4.19203e-06   0.0625285   -0.0100155   0.0332239   -0.0120325   -0.0270117   -0.0237101   0.0516979   0.00412147   -0.000794209   0.0304745   -1.28096e-05   -0.000243017   1.11001e-05   -1.54719e-06   0.00181093   -0.00180719   0.00794753   0.0701362   -1.24037e-05   -6.32439e-06   9.89259e-07   -0.00120559   0.00204916   -0.00231571   -0.0148025   -7.76784e-05   
-0.0284947   0.00476118   0.0343212   0.0344785   0.0496308   0.00716703   -0.0162861   0.013458   -0.0236328   -0.0319189   0.00675778   0.0433362   -0.0628013   -0.00207661   0.0163492   0.00232382   0.0107708   0.0156704   0.0277937   0.0206067   -0.00371962   0.0223549   0.0139352   0.0213225   -0.0265206   -0.00817154   -0.00129544   1   0.22858   -0.000138073   -0.0342512   0.00617912   3.68936e-05   0.00318303   -0.0262517   -0.0063605   0.00851696   0.0275714   0.0425892   0.0013178   -0.069109   -0.0427391   -0.00096614   -0.0574903   -0.0482368   0.0753536   -0.0267928   -0.0195666   -0.081465   -0.109637   -0.0252517   0.0109691   -0.00115447   0.000606035   0.00558557   -2.18772e-07   -1.84714e-07   -4.37546e-08   4.12722e-07   1.09141e-06   -3.05746e-07   -1.95975e-05   -2.66256e-06   0.0125474   0.00974297   0.00901531   0.0366636   -0.0593957   -1.77608e-06   0.314037   -0.0848672   -2.95572e-07   0.00685906   0.00559286   0.0321612   2.77155e-05   -0.0189116   -0.0177444   -0.00270952   0.0153627   0.00171921   0.0109645   0.0147575   0.0187386   0.0106002   0.000513714   0.00264501   -0.0106118   0.000154032   0.00539492   0.00106688   -0.00205786   -1.8784e-07   0.00532689   -0.0021858   -0.145178   -0.00214662   0.00228124   0.0113261   -0.0397194   -0.0108503   0.00256981   0.0378671   -0.0127915   -0.102312   0.0591713   0.0126385   0.156901   -3.68098e-06   -3.04985e-06   -4.27597e-08   -0.000163941   -1.40791e-06   -2.31753e-06   0.00268605   -0.000177613   -0.000996902   -0.00238817   0.00615118   -0.00552096   6.61501e-06   0.0567406   -0.00467665   0.0168922   -0.00578406   -0.125886   -0.00833484   0.0696965   0.000238057   -0.00133545   0.0165129   -3.88098e-06   -0.000239406   -1.60159e-05   1.06063e-06   0.00169011   -0.00163459   0.00831921   0.0365477   -2.00014e-06   -5.30818e-07   4.6224e-06   -0.00129942   0.000687338   -0.00212149   0.00342198   -0.00915407   
0.00947425   0.00281418   0.00231201   -6.12885e-05   -0.00198293   -0.00263914   -0.00184683   -0.00138927   -0.00197469   -0.0018537   0.00014689   0.000909845   -0.00196919   0.00624709   -0.00204867   -0.00124614   0.000503613   0.00501807   0.00539161   0.00386264   0.0026535   0.00311326   0.00430497   0.00326813   -0.0011364   -0.00374041   1   -0.00129544   -0.000195109   0.00533745   0.00582777   0.00352541   -0.00297287   -0.0042296   -0.00193392   -0.0033603   -0.00385087   -0.00452411   0.000543908   0.00459867   0.0109308   0.03182   -0.0414827   0.0122671   0.0141523   0.000480761   -0.00506677   0.00499478   -0.000171395   -0.00384848   0.000975236   -0.00629041   0.00041839   0.00023428   -0.000123162   2.84096e-08   -2.30124e-08   5.68193e-09   1.16943e-07   -3.29325e-06   -6.92726e-07   -1.10946e-06   -4.03656e-07   0.000107664   -0.000120159   0.000774711   0.000910106   0.00178007   -5.14336e-07   0.00172924   -0.00727038   -1.71525e-08   -0.00285375   0.00337002   0.00342922   -1.69616e-05   0.00210583   0.00198598   -0.000738872   -0.000838429   -9.95664e-05   0.000995098   0.000237525   0.00179791   0.000282217   -2.46219e-06   0.000544468   0.00460063   0.000110714   0.000363363   -0.00145741   0.00605704   -4.97933e-09   0.00160577   -0.0195299   -0.000267422   -0.00274462   0.00744243   0.00190873   -0.00746933   0.0324919   -0.000322953   0.0101357   -0.116644   -0.000432549   -0.00988465   0.0429274   0.00272445   2.40005e-08   -7.79826e-07   -3.49109e-07   -0.00119745   -8.2032e-08   -4.83471e-07   1.13485e-05   -0.00132347   -0.000306694   0.00341445   -0.00199723   0.00690751   -2.21381e-06   -0.00420682   0.000364307   -0.000996279   0.000663807   -0.00615273   0.00198028   -0.00420787   -0.000907157   0.000903387   0.00629773   -1.39807e-06   0.000147364   1.95395e-06   -7.32237e-07   -9.62666e-05   9.52877e-05   -0.00786101   0.00047659   2.77892e-07   -1.66486e-06   -9.3985e-07   0.00130066   -0.00208205   0.000959627   0.000781048   -0.000648565   
-0.110934   0.00592736   -0.0203495   -0.0244389   -0.0115918   -0.00916782   -0.00158718   0.0205258   0.0117841   0.00165728   -0.000522841   0.0127024   0.0521674   -0.00517441   -0.0454792   0.0513695   0.0550529   0.0622407   0.0610146   0.0267453   -0.00632544   -0.0360754   -0.0129535   0.061737   0.198837   1   -0.00374041   -0.00817154   -0.00737473   0.0259812   -0.00648688   -0.0173402   -0.0367756   -0.0223124   -0.0377348   -0.042593   -0.00220925   0.0339815   0.132325   0.00486452   -0.0410341   -0.0412346   0.097165   0.0158564   0.0133901   -0.136981   -0.0703283   0.19695   0.0292355   0.177355   0.122535   -0.00642283   0.00328779   0.001221   0.0004094   -1.64381e-08   -6.00172e-08   -3.28762e-09   2.37644e-06   2.72422e-06   2.27025e-07   1.69667e-06   2.22321e-06   -0.0249516   -0.000241339   0.0051204   0.0111691   -0.018318   6.46791e-06   0.00404575   -0.106793   4.7744e-07   0.00120683   0.0435228   -0.0357153   0.000224286   0.0122386   0.0120522   0.0007331   -0.00412841   -0.0161929   -0.00535631   -0.0221287   0.00857731   0.000554086   -4.3441e-05   -0.00261459   0.0140342   0.00070353   -0.00319855   0.00579744   -0.00501148   1.40603e-07   -0.00972527   -0.00631612   -0.00245947   -0.0258787   0.00809474   -0.0026973   0.0840782   -0.0269125   -0.00715389   -0.0439939   -0.0376845   -0.00618286   0.0950313   0.0463488   0.0215348   1.88569e-06   4.25177e-06   -7.77857e-07   -0.000378315   2.32789e-07   9.15237e-07   8.02717e-05   -0.00048649   -0.00450414   0.0136429   -0.00165204   -0.00140484   1.86734e-05   0.0381366   0.0095296   0.00349008   0.00603057   -0.00538328   -0.0490273   0.0420568   0.00169598   0.00144602   0.0198179   -2.10354e-06   -0.000757193   4.73324e-06   -1.16414e-06   0.00467467   -0.00453523   0.00371258   0.0234282   -7.17531e-06   8.52042e-06   1.36184e-06   8.03174e-05   -0.000991616   0.00186752   -0.00175285   -0.0214478   
-0.0522424   -0.0370169   -0.00462753   -0.0282615   -0.0293528   -0.0112517   -0.00283114   -0.00219831   0.00354092   0.0088584   0.00529007   -0.00254129   0.0377317   -0.000548998   0.0101119   0.0463147   0.0360681   0.0306335   0.032849   0.0251345   0.0283539   0.0469915   0.0909948   0.132887   1   0.198837   -0.0011364   -0.0265206   0.0209732   -0.00734955   -0.0163854   -0.0322537   -0.0251565   -0.0152275   0.00910378   0.00562688   0.0176834   0.0181539   0.0536785   0.00145464   -0.00661583   0.0224998   0.0533543   0.0385316   -0.0430529   -0.0743688   -0.0580309   0.0863784   0.00496315   0.038796   -0.036295   0.00317238   -0.000143021   -0.0005253   0.000577989   -2.05332e-08   -3.44757e-08   -4.10665e-09   1.9689e-06   -2.46104e-06   4.49866e-07   1.61795e-05   4.48328e-06   -0.0133278   0.000249322   0.00421405   -0.0043277   0.0226262   5.26429e-06   -0.110864   -0.0144756   1.97542e-07   0.00384251   -0.0389231   0.0265846   2.87435e-05   0.0261531   0.0258709   -0.00354474   -0.0175842   -0.0139943   -0.00575684   -0.0227336   0.019729   0.00643611   8.01298e-05   -0.00102576   0.00484792   0.000468537   -0.000727678   -0.00164972   -0.000516008   1.39027e-07   -0.0256713   -0.00194176   -0.00232371   -0.0121836   0.00243362   -0.0182401   0.0333906   -0.00284614   0.00159353   -0.116531   -0.0112899   0.00522366   0.043604   0.0137449   0.0192017   4.11289e-06   7.93075e-06   -1.14008e-07   -0.000151322   3.82733e-06   4.05711e-06   9.71446e-05   -0.000166572   -0.00469855   0.00435423   0.0023752   0.000301533   6.7279e-06   0.0324405   0.0101161   -0.00190769   -0.00188817   -0.0237173   -0.0301683   -0.0211013   0.000785008   0.000757572   0.0142629   9.93242e-07   -0.000214698   -9.71972e-07   1.97954e-06   0.00243653   -0.00238635   0.00152199   0.00492045   -4.81376e-07   3.10506e-06   1.19875e-06   9.56077e-05   -0.00198317   0.000674993   -0.00282834   0.0164003   
-0.0189339   -0.0570294   0.010147   -0.00878679   -0.0104379   -0.0216818   -0.0166089   0.00378132   -0.00356626   0.00495858   0.0191259   0.0165265   0.00602456   0.000964058   0.0364635   0.0247999   0.00858878   0.00573351   0.0178512   0.0279919   0.0627091   0.116477   0.158352   1   0.132887   0.061737   0.00326813   0.0213225   0.0241016   -0.00948196   -0.0317855   -0.0375519   -0.0319815   -0.00967114   0.0201591   0.0335139   0.0400216   0.0328382   0.0173405   -0.000831969   0.019988   0.058663   0.00676564   0.0397675   -0.0168334   -0.0237865   -0.0334773   0.0171297   0.0111077   -0.0318714   -0.177552   0.0169405   -0.000719132   0.000958408   0.000403994   5.52874e-09   -2.12332e-08   1.10575e-09   1.94578e-06   -2.87829e-06   1.59679e-07   5.69829e-06   2.05371e-06   0.00408867   -0.000431777   0.0183879   -0.0266506   0.0200936   8.45055e-07   0.0195602   -0.0399034   2.36353e-08   0.00470361   -0.0360068   0.0353107   0.00022129   0.00660978   0.00649484   -0.00502791   -0.0205162   -0.0127668   -0.00387278   -0.0214016   0.0319842   0.00513894   0.000122789   -0.000729153   0.00202751   0.000625568   0.00159436   -0.00204955   0.00093386   7.18412e-08   -0.0274132   0.00543532   0.0070459   -0.00460534   -0.00139953   -0.0235013   0.0160018   0.00501253   0.00573973   -0.0801466   0.0328167   0.0189071   0.0407981   -0.00820521   -0.003152   2.39721e-06   7.04392e-06   5.35261e-07   0.000339171   2.38743e-06   1.91235e-06   -0.000101927   0.000391834   -0.00278693   -0.00309853   0.0058676   0.000768749   -4.3712e-06   -0.00340841   0.00957024   -0.00662866   -0.00750942   -0.036325   0.00102304   -0.0568109   0.00263165   -0.000237144   0.0136834   1.77619e-07   5.56256e-06   1.29475e-06   1.97288e-06   0.00183707   -0.00179725   0.00141336   -0.0028215   3.02188e-06   -3.49558e-06   -1.93982e-07   4.64374e-05   -0.000776094   0.000516192   -0.00416873   0.00833346   
-0.0211529   -0.0574714   0.0182381   -0.00632125   -0.0198826   -0.0146579   -0.00960443   -0.00268277   0.00523934   0.00538019   0.00768512   0.00616234   0.00544724   0.00257872   0.0449324   0.00920424   0.00498886   -0.000535138   0.0130478   0.0487224   0.0912781   0.150661   1   0.158352   0.0909948   -0.0129535   0.00430497   0.0139352   0.0217034   -0.019956   -0.0218094   -0.0243401   -0.0174855   0.0186166   0.0380684   0.0423891   0.02886   0.0107993   -0.010806   -0.00332428   0.0394921   0.0415822   -0.0172405   0.0262879   0.0368934   -0.00313506   0.00192216   -0.0167153   -0.001877   -0.0684765   -0.185934   0.0116938   -0.00124535   0.000967514   0.000902146   3.88944e-08   -3.62073e-08   7.77888e-09   1.97198e-06   -5.41791e-06   9.02462e-07   1.26052e-05   1.39914e-06   -0.0138177   -0.000267861   -0.0138339   0.0385797   -0.0219187   4.90403e-07   0.00308729   0.012792   -2.91584e-08   0.00267205   -0.0148796   -0.000754257   9.81183e-05   0.00381413   0.00306855   -0.00535266   -0.0180743   -0.0121253   -0.00134151   -0.0188096   0.0305369   0.00450305   0.000102846   0.00114936   -0.00462025   0.000810091   0.00286593   -0.00331151   0.00249311   7.81936e-08   -0.0319167   0.00718605   0.0053553   0.0171749   -0.00552202   -0.0215519   0.00309033   0.0134191   0.00707132   -0.0646899   0.0430009   0.0157091   0.0474395   -0.0315769   -0.0128812   2.19494e-06   4.09763e-06   -8.74909e-07   0.000476205   9.84631e-07   1.71392e-06   -7.12486e-05   0.000509485   0.00072706   -0.0065553   0.0042962   0.00254316   -1.03048e-05   -0.0351439   0.00627654   -0.00415495   -0.00775508   -0.0227801   0.0360764   -0.0619998   0.00289534   -0.000532615   0.00804924   -4.24616e-06   -3.28792e-06   9.36185e-06   1.13003e-06   0.000201969   -0.000227609   -0.00189312   0.0096948   -1.9442e-06   -8.07969e-06   -2.19561e-06   0.000413251   0.000935674   -1.73893e-05   -0.00400093   0.00124788   
-0.0366314   -0.0225574   0.0247774   0.0119046   0.00945839   0.00267335   0.00241136   -0.00638723   0.0014104   0.00151038   -0.00330417   0.00485994   -0.00754879   0.00310202   0.0231341   0.00593233   0.00900036   0.00971456   0.0372603   0.0810588   0.129907   1   0.150661   0.116477   0.0469915   -0.0360754   0.00311326   0.0223549   0.0118701   -0.0118264   -0.0151201   0.000394319   0.0232442   0.0341954   0.0267967   0.0211684   0.00732956   -0.0111713   -0.00882277   -0.00520668   0.0456588   -0.0535767   -0.0124546   0.00386018   0.0787942   0.103455   0.047042   -0.00362668   -0.0107701   -0.0935584   -0.0857243   -0.0380692   0.00172812   0.00101857   -0.000627912   -9.93642e-09   1.44125e-08   -1.98729e-09   -1.24184e-06   2.54964e-06   2.90563e-06   1.81423e-05   -1.34338e-06   0.0158483   -0.000680151   0.0144128   0.0158234   0.021221   -1.69574e-06   0.0524473   0.0211468   -5.21928e-08   -0.00258673   0.00109066   -0.0483143   -0.000159318   0.00491098   0.00399502   -0.0102619   -0.0239955   -0.0220019   0.00500283   -0.0281857   0.0573393   0.00224316   6.03884e-05   0.00171065   -0.00120229   0.000778051   0.00389366   0.00105902   0.00299574   -7.40889e-08   -0.0257645   0.00519019   0.00569144   0.0347908   -0.00846663   -0.00377175   -0.00121852   0.0162102   0.00363777   -0.0361704   0.0309201   0.0122585   0.0697902   -0.0482145   -0.0365033   -1.01494e-06   5.06596e-06   -1.55246e-06   0.000360046   -2.59852e-06   6.92918e-08   -3.84992e-05   0.000378406   0.00212536   -0.00378941   -0.011778   0.00370877   -1.44743e-05   -0.0695823   -0.00313152   -0.00267126   -0.00269149   -0.0238876   0.05128   -0.045473   -0.00126881   -8.30569e-05   0.00233179   -8.01955e-06   -2.89411e-05   2.37415e-05   1.77061e-06   -0.000996406   0.000952005   -0.0039332   0.00899583   -3.84391e-06   -6.03568e-06   -2.75833e-06   0.000926234   0.000648966   -0.000340682   -0.00184695   -0.00390399   
0.0195853   -0.00601219   -0.0122036   0.00943852   0.0200074   0.0141687   0.0227927   0.0158193   0.00758889   0.00605227   0.00415362   -0.00936649   -0.016472   0.00264085   -0.000355802   0.0142456   0.0174457   0.04813   0.0751388   0.114377   1   0.129907   0.0912781   0.0627091   0.0283539   -0.00632544   0.0026535   -0.00371962   -0.00540199   0.00701198   -0.00179082   0.0269004   0.0563495   0.0652404   0.0221387   -0.000476722   -0.0047051   -0.0183028   -0.0297462   -0.00197314   0.0546822   -0.0922708   -0.0106457   0.0164343   0.0796402   0.0080894   0.0643897   -0.0366711   0.0263009   -0.0800505   0.0253248   0.00815965   -0.000706527   -0.000705296   0.00115211   -9.95834e-09   2.01657e-08   -1.99167e-09   -5.91754e-06   6.30929e-06   1.25862e-06   9.29278e-06   -2.77052e-06   0.0101288   -0.000211038   0.0245733   -0.0526239   0.0504721   -4.50521e-06   0.0158254   0.0718249   7.4504e-08   -0.00216833   0.0212762   -0.0584517   0.000110832   0.00936031   0.0092015   0.00298453   0.00317779   0.00233121   -0.00450554   0.00119379   -0.00140441   -0.00401036   -2.74518e-05   7.6519e-05   -0.00491051   -0.000549069   -0.00191824   0.00886288   0.00255304   -7.15082e-08   -0.00867101   0.00434917   -0.0013836   0.0635016   -0.00328068   -0.00601074   0.017948   0.0136695   -5.83037e-05   0.0109246   0.0257488   -0.00398228   0.105972   -0.0183273   -0.0337142   -2.09052e-06   -1.56562e-06   -8.04113e-08   0.000245068   -3.67117e-06   -1.78241e-06   9.61825e-05   0.000256131   0.00252952   0.00113917   0.00400245   0.00745431   -1.93608e-06   -0.0402206   -0.00998264   0.00925537   0.00591519   -0.0021416   0.0280589   -0.00169297   -0.000660105   0.000890265   0.00206131   -6.27482e-07   8.04007e-05   1.61979e-05   -1.72144e-06   -0.00264998   0.00258443   -0.011497   0.00201769   -2.87758e-06   1.31493e-06   -2.23876e-06   0.00118121   -1.43993e-05   0.000675544   0.000174008   0.00102856   
-0.0543239   0.017112   -0.0137903   0.0125963   0.02148   0.032705   0.0362966   0.0120286   0.0138233   0.00628001   -0.00702778   -0.0126577   -0.0252089   -0.00162405   0.00216782   0.0167932   0.0509973   0.0909407   0.11782   1   0.114377   0.0810588   0.0487224   0.0279919   0.0251345   0.0267453   0.00386264   0.0206067   0.0079658   0.0226202   0.0340335   0.0537448   0.0510245   0.0404906   -0.00329875   -0.0231003   -0.0308831   -0.0338305   -0.0184063   2.85138e-06   0.0274393   -0.0481266   -0.10347   -0.000116615   0.0260034   0.0378545   0.0291527   -0.0649582   0.0155754   -0.0458955   0.0648396   0.00340006   0.00327255   0.00190434   0.00452958   1.46243e-08   -9.24628e-10   2.92487e-09   -2.79689e-06   -4.55552e-06   1.37822e-06   5.81785e-06   -5.6031e-06   0.0131316   -0.00180679   -0.0235363   0.00187161   -0.0561662   -1.88855e-06   0.0218681   0.120671   4.6635e-08   0.00432375   -0.00992044   -0.0589737   8.84443e-05   0.0152975   0.0145381   -0.00165909   -0.00813087   -0.00724061   -0.00215876   -0.011406   0.025987   -0.00131794   5.61692e-05   0.00204929   -0.015697   -0.000918471   -0.002168   0.0113684   -0.00162823   -7.85922e-08   0.00578179   0.00645247   0.00486969   0.0484756   -8.92529e-06   0.00418877   0.0145801   -0.00857485   0.000338736   0.0173217   0.0379053   0.00962211   0.0700736   0.000377634   -0.0311427   -5.24952e-06   -4.59708e-06   -3.22181e-06   0.000359939   -5.19555e-06   -3.9236e-06   3.46997e-06   0.000326584   0.00212142   0.000518815   0.00694033   0.00339015   -1.23941e-06   0.0575496   -0.0153795   0.00987095   0.00744255   0.0244331   -0.0303729   0.0223763   0.00229563   -5.26188e-05   -0.00898144   -1.34047e-05   -9.32164e-05   4.43592e-06   -4.06994e-06   -0.00263823   0.00255233   -0.00866471   -0.00224513   -1.13519e-05   -9.07738e-07   -2.19694e-06   0.000335354   0.000265469   0.00100397   0.00504139   -0.000621217   
-0.0664665   0.0343926   -0.0185837   0.0157297   0.0381458   0.0316173   0.0351538   0.0225514   0.0107106   0.0025316   -0.00541146   -0.00878282   -0.0273585   -0.00640544   -0.00131974   0.00273839   0.0671399   0.109509   1   0.11782   0.0751388   0.0372603   0.0130478   0.0178512   0.032849   0.0610146   0.00539161   0.0277937   0.0131292   0.0399898   0.0354755   0.0474067   0.0308717   -0.00016904   -0.0269472   -0.0369389   -0.0268021   -0.0222515   0.000550599   0.00103101   0.00419163   0.0259616   -0.166484   -0.00231141   -0.00406069   0.0414681   -0.000480203   -0.0632624   -0.0053171   -0.00649598   0.0735187   0.00359809   0.00233903   0.00175614   0.000752408   6.28918e-08   -4.85616e-08   1.25784e-08   -2.10757e-06   -7.05341e-06   -1.36799e-07   9.66654e-06   -6.6298e-06   0.000235966   -0.00194713   -0.0051487   -0.0495731   0.000772519   -2.09257e-06   0.0521607   0.0795331   -5.72932e-08   0.00458604   -0.0105795   -0.0538167   8.61901e-06   0.0114134   0.0106769   0.00038168   -0.00205079   -0.00448998   -0.00170779   -0.00692626   0.0176863   -0.00965017   9.77759e-05   -0.000991707   -0.000439547   -0.000745079   -0.00292179   0.0141542   -0.00628377   -8.70643e-08   0.0188528   0.00903808   0.00687297   0.0163186   0.00162683   0.0108512   0.0235296   -0.0334531   -0.000210441   -0.0275218   0.0531809   0.0143309   0.0204919   0.00966106   -0.0198906   -6.18307e-06   -3.5179e-06   -2.38294e-06   0.000508096   -4.88253e-06   -5.44728e-06   -6.16124e-05   0.000496542   0.0037524   -0.000992882   0.00472086   -0.00152271   -1.38066e-06   0.092182   -0.0162267   0.0105345   0.00596694   0.0476761   -0.0480286   0.0318877   0.00599674   -0.000324031   -0.0127224   -1.45956e-05   0.00015583   4.23998e-06   -5.89931e-06   -0.00136396   0.00133886   -0.00222448   0.0056806   -8.46988e-06   -2.92461e-06   -2.70533e-06   -0.000528291   -0.000545864   0.000847895   0.00657959   -0.00568199   
