NUISANCE_PARAMETERS
SigXsecOverSM  0.033694 +0.568937 -0.568937
0.0121142   0.0359689   0.0288309   0.0100218   0.0317824   0.0518392   0.071331   0.0880517   0.11052   1   0.114966   0.0945874   0.0707712   0.0103946   -0.008913   0.00534226   -0.0160597   -0.00675449   0.000626402   0.00879573   0.00827766   0.0028065   0.0045484   0.0055973   0.0119556   0.00607704   -0.000966553   -0.0380288   -0.0314339   -0.0229416   -0.0166957   -0.0142086   -0.0092639   0.002054   0.0152465   0.0318791   0.0246951   0.02966   -0.0248269   -0.00429862   -0.00902186   0.03693   -0.0206777   -0.0242783   -0.0202901   0.0226943   -0.0019361   -0.0184613   0.0629229   0.0457114   0.0316249   -0.00703443   -0.0016004   -0.00215722   0.00314645   0.00350104   0.00612773   0.00632556   7.62747e-07   -6.37629e-07   7.6017e-08   1.06871e-06   1.2798e-06   -0.0186605   0.000702202   -0.0480866   -0.0530053   -0.0267974   2.15664e-06   -0.0380772   0.0813571   6.93e-08   -0.00130334   -0.0729778   0.0178305   -5.82516e-05   -0.0125562   -0.0130905   -0.0135641   -0.0203627   -0.0141884   0.0132329   -0.0129899   -0.0165575   0.0101207   -0.00017176   0.0100612   -0.0531773   0.0013296   0.00452829   -0.0120034   0.0101055   3.62282e-08   0.00517738   -0.00152802   -0.011142   0.00469335   -0.00705058   0.024272   0.0128011   0.0538401   -0.0014008   0.0169097   -0.00916806   -0.0272531   0.0166787   -0.0409307   0.0233941   9.36304e-07   1.04502e-06   4.65827e-08   -5.90844e-05   8.83705e-07   7.66485e-07   0.000262481   -6.87259e-05   0.00060782   0.0022478   -0.00239152   0.00195225   5.29004e-07   -0.017747   -0.0365752   -0.0111103   -0.0020785   0.0411684   0.0203329   -0.0224944   -0.0152796   -0.00119269   0.00814331   -1.29228e-06   0.000356536   4.01199e-06   1.01123e-06   0.000350682   -0.000330796   0.00296604   0.0054784   -2.17003e-07   4.33606e-06   -1.03176e-06   0.000747681   0.000342387   -0.00106332   -0.00369633   0.0165078   0.046211   
-0.0111853   0.0338096   0.00362654   -0.00278934   0.0257122   0.0822319   0.114283   0.155499   1   0.11052   0.0708206   0.0367175   0.0193825   0.0107029   0.0389935   -0.0298749   -0.0162459   0.00324906   0.00852409   0.0178202   0.0108924   0.00339276   0.00405474   -0.00260715   0.00794165   0.0178472   -0.000600429   -0.0321647   -0.0181436   -0.0353078   -0.0275096   -0.011441   -0.0135961   0.00871599   0.0103732   0.0315086   0.0298191   0.0325435   -0.0250666   -0.00534894   0.00994021   0.0343981   -0.0510949   0.00345222   -0.0448909   -0.0118347   -0.0122526   0.032364   -0.00447521   0.0927198   0.0169109   -0.00431669   -0.00423407   -0.00101944   0.00161888   0.00486302   0.0087614   0.00828453   2.82983e-06   -1.63363e-06   -5.75725e-07   2.31002e-06   3.21843e-06   0.00121488   0.000636211   -0.0175891   0.0666889   -0.0147946   1.4264e-06   -0.0122931   0.0944781   -1.35156e-07   -0.00703208   -0.0167153   -0.0406424   -0.000163457   0.0100548   0.00957772   -0.0016069   0.00314572   0.00689262   0.00517848   0.0118042   -0.0476151   0.00955312   -9.51692e-05   0.00777764   -0.0399338   -0.000393471   0.000568683   -0.000411292   0.0104065   -1.35319e-08   0.00570958   -0.00110778   -0.00835385   0.000354898   -0.00877468   0.0165638   0.0322831   0.0554439   0.00613483   0.0312534   -0.00567136   -0.0182806   0.00931136   -0.0508846   0.022267   2.90746e-06   2.809e-06   6.19215e-07   -7.6199e-05   2.70024e-06   2.17857e-06   0.000224197   -9.38159e-05   0.000931465   -0.0084371   -0.00127849   0.00285811   5.65942e-07   -0.0321844   -0.0228241   -0.0101397   -0.0120284   0.113956   0.022988   0.00173148   -0.00713131   0.000499171   0.00774289   -1.42886e-07   0.000208144   2.75755e-06   1.33305e-06   0.000547756   -0.000528086   0.00298378   0.0202773   7.05005e-07   3.25187e-06   -5.97089e-08   0.00121331   0.000460034   -0.00125871   -0.00498668   0.00897367   0.0670045   
0.0522943   0.0182468   -0.0288829   0.009671   0.0572811   0.0925897   0.132852   1   0.155499   0.0880517   0.0709973   0.0276383   -0.0178823   0.0110413   0.0566096   -0.0494652   -0.00795877   0.0244422   0.0221179   0.0147906   0.0178354   -0.0046   -0.00339245   0.00386546   -0.000667462   0.0228452   -0.000774281   0.0107638   -0.016237   -0.00773506   -0.0320391   -0.00787874   -0.0092042   0.00922381   -0.00661089   0.0206272   0.0420816   0.0487703   -0.0365554   -0.00226362   0.0403291   0.0260089   -0.0169947   0.0145679   -0.087276   -0.0945549   -0.0333025   0.0513639   -0.0274832   0.0937739   -0.0113892   0.05987   -0.00318207   -0.000786925   0.00121716   0.00212612   0.00432156   0.00360501   1.00258e-06   9.48573e-07   -7.88968e-07   6.09129e-07   8.82714e-07   0.0182568   -0.00160761   0.0347993   0.0257646   0.0449921   -4.39005e-06   0.0941083   0.0215071   -1.31633e-07   -0.00498891   0.0167539   0.00796295   0.000236412   0.024689   0.0247086   0.0143781   0.0326615   0.0335001   -0.00709049   0.0419772   -0.0636276   0.00415023   -5.43905e-05   0.000970112   -0.0206969   -0.00109468   -0.00453606   0.0113803   0.0107483   6.9231e-08   0.00463341   -0.00114837   -1.70389e-05   0.00273929   -0.00361114   0.000735159   0.0401882   0.0573022   0.00890621   0.0459829   -0.0073814   -0.00644882   0.0127445   -0.0214254   0.0109747   3.84235e-07   -1.39472e-07   7.98425e-07   -8.03563e-05   4.711e-07   8.34444e-07   4.45033e-05   -0.000105518   0.000148003   -0.0124779   0.0216798   0.00333613   1.19924e-06   -0.0315267   0.0206005   -0.00914646   -0.0142658   0.0897506   0.0227471   0.016718   -0.00234434   0.000677579   0.000697269   -1.62147e-07   -0.00101586   1.76725e-05   -5.39121e-07   0.000309335   -0.000264843   0.000674602   0.0127134   9.19001e-07   3.42474e-06   -1.2681e-06   0.00126942   0.000528934   -0.000214073   -0.00364556   0.0103683   0.0336487   
-0.0464613   0.0111823   0.00303493   0.0434416   0.0847842   0.123048   1   0.132852   0.114283   0.071331   0.0272474   0.00302804   0.028888   0.00834102   0.0591025   -0.0427131   0.0223907   0.0359229   0.0363608   0.0334965   0.020639   0.00139379   -0.008646   -0.0170365   -0.00557185   -0.0055969   -0.0027287   -0.0107775   0.0175842   0.0169231   0.0300087   0.0118459   0.0228627   0.00371516   0.0061916   -0.00391319   -0.0093574   -0.0187225   -0.0227825   -0.0024031   0.017782   -0.0298932   0.0198415   0.0257083   -0.0396066   -0.00135981   -0.0364086   0.0681364   -0.133107   0.038789   0.0255784   0.0103859   -0.00574036   -0.00132793   -0.000342147   -0.00437154   -0.00638471   -0.00640329   -1.00775e-06   1.55626e-06   7.77799e-08   -1.35294e-06   -1.53449e-06   0.0146823   0.00280847   -0.0075835   -0.0171465   6.91709e-05   -1.71829e-06   -0.0869631   0.0285568   -2.01595e-07   -0.00257584   0.0112536   -0.0181385   -0.000103447   0.00989395   0.00996893   -1.9111e-05   0.00242978   0.00585204   0.00235711   0.00825732   0.00840777   0.0077391   8.35976e-05   0.000436313   -0.0116631   0.000650975   0.000476224   -0.00841941   0.00809764   -4.95305e-08   0.000323248   -0.00452819   0.00019133   0.019452   -0.00394072   0.00596629   -0.0276124   0.0432343   0.00929619   0.0449672   -0.0263334   0.00722381   0.0112851   -0.0224695   0.0102793   -1.25844e-06   -8.43001e-07   4.54151e-07   -0.000285421   -4.65763e-07   -5.63772e-07   -9.31924e-06   -0.000333655   -0.00227293   -0.0124669   0.00293854   -0.000703808   -1.15477e-06   0.0084693   0.0522925   -0.014018   -0.0108902   0.0497728   0.00411466   -0.0250363   -0.00491205   0.00013537   -0.0141905   9.55061e-07   5.57937e-05   -1.05284e-06   1.07437e-07   -0.00145213   0.00141419   0.000765424   0.00263164   3.0113e-07   2.25264e-06   -3.75437e-06   0.00064584   0.00035897   -0.000262726   0.00399681   0.00286118   -0.0436183   
-0.121195   0.0270223   0.0187631   0.0448105   0.100771   1   0.123048   0.0925897   0.0822319   0.0518392   0.012276   0.0184003   0.0295019   0.00319774   0.0561735   -0.0449212   -0.011129   0.00186136   0.0280436   0.0355373   0.0172847   0.00376151   -0.0158686   -0.0206446   -0.00637989   -0.00232002   -0.00165834   -0.00193266   0.0279189   -0.0231929   0.00112624   0.0247564   0.0248971   -0.000366797   -0.0107685   -0.023965   -0.0207593   -0.0122211   0.00696753   0.00246128   0.00928029   -0.118482   0.00195556   0.0021292   0.00322338   0.0459595   -0.00485902   0.0136902   -0.144239   0.053981   0.0136312   0.0283708   -0.000469527   0.00359877   0.000517751   0.00372767   0.00719652   0.006464   5.40808e-07   -1.18007e-06   5.47658e-07   3.39885e-07   -6.88453e-07   0.0082591   -0.00188739   -0.00408512   0.0155545   0.0140342   1.91245e-06   -0.0377653   0.0393003   -4.5356e-08   0.00792966   -0.0260998   -0.00733069   0.000149564   -0.016458   -0.0159321   -0.00837568   -0.0133274   -0.0118501   0.00932472   -0.0121686   0.00737329   0.00249805   0.00014322   -0.00212186   -0.0103435   0.00191281   0.00294553   -0.0471234   0.00309421   -1.71668e-08   -0.00108489   -0.00272762   0.0031667   -0.00336426   0.00393791   0.0174563   -0.0914473   0.0165608   0.00883491   0.00838112   -0.0161489   0.0152694   -0.0123156   0.0234369   -0.0114192   3.04915e-07   3.43567e-06   -6.26797e-07   -0.000145131   1.7316e-06   1.33347e-06   -0.000100763   -0.000191848   -4.67848e-05   -0.0126756   0.00941029   -0.00223285   1.97221e-06   0.0714639   0.061937   -0.0203438   -0.0131746   0.0544372   -0.0270938   0.000910134   -0.000843893   0.000897075   -0.010136   1.08073e-06   4.09966e-05   -4.23881e-06   -1.47095e-06   -0.000280874   0.000288708   0.00383558   4.44705e-05   -2.81556e-07   5.73532e-06   -2.66583e-07   -0.000651482   -0.000335397   0.000444387   0.00103956   0.0085544   0.0625286   
-0.0666667   0.0191264   0.0163632   0.0895633   1   0.100771   0.0847842   0.0572811   0.0257122   0.0317824   0.0220972   0.0461735   0.0172655   -0.00195599   0.0333271   -0.0413835   0.0226473   0.0215361   0.0386792   0.0171819   0.0170746   0.00740196   -0.0187948   -0.011049   -0.0323814   -0.0158942   -0.00332794   0.0574613   0.0186503   0.044912   0.0176696   0.0112549   0.00995157   -0.0301045   -0.0320974   -0.0364669   -0.00924574   0.00214005   0.0258501   0.00283026   -0.0165933   -0.110326   0.0713693   0.0061486   0.0427289   0.0510622   0.00884857   0.0214033   -0.116346   -0.000253248   -0.0151597   -0.0202761   0.0024947   0.000761013   0.000729145   -0.00482084   -0.00787149   -0.0069185   -5.44276e-06   4.32085e-06   3.5949e-07   -5.19693e-06   -7.16164e-06   -0.013848   0.00209279   -0.0289314   -0.173327   0.0390913   -2.81016e-06   0.105698   -0.130838   -2.49833e-07   0.00210276   -0.00239392   -0.0115432   -5.51618e-05   -0.0369833   -0.0362009   -0.00610564   -0.00995397   -0.0113295   0.00745906   -0.0121944   0.0177369   0.00305766   0.000130375   0.000983823   -0.00736878   0.00277694   0.00256895   -0.114477   -0.00193598   -8.68961e-08   -0.00515325   -0.00559719   0.0131907   -0.0101753   0.0045623   0.0131775   -0.0945964   -0.0101709   0.00524111   0.00638533   -0.0322857   0.0249097   -0.00173637   0.0273941   -0.0254692   -5.20092e-06   -3.64996e-06   3.63584e-09   -0.000290057   -3.85354e-06   -4.23065e-06   -0.000327206   -0.00032031   -0.00265309   -0.00888707   -0.00796469   -0.00382776   -7.83015e-07   0.0348592   0.0443284   -0.00884857   -0.00830946   0.0182488   -0.0245107   -0.0419264   0.00550789   0.000487495   -0.00731385   1.3015e-06   0.000632794   -1.41778e-05   -9.68436e-07   0.000692769   -0.000640108   0.0017808   -0.0136357   -4.66936e-07   1.45506e-06   -5.36087e-06   -0.00121515   -0.000902237   0.00118023   0.00502295   -0.00448115   -0.057587   
0.0163605   0.00917482   0.0072603   1   0.0895633   0.0448105   0.0434416   0.009671   -0.00278934   0.0100218   0.0174179   0.0372399   0.0158261   -0.000520776   0.0146482   -0.00985184   0.04977   0.0333052   0.0193395   0.00483129   0.00318866   0.00823101   -0.00399484   -0.0101551   -0.0356044   -0.0351341   -0.00248207   0.0506006   0.00647976   0.0569334   0.0513452   0.000817684   0.00247158   -0.0177859   -0.00475822   -0.00301197   -0.0116443   -0.0107396   0.00198059   0.000728459   -0.0292733   -0.0372129   0.0820496   0.0203532   0.0360522   0.0658696   -0.00620521   0.0611471   -0.055325   -0.0345535   0.00199432   -0.00934284   0.00192528   0.000617398   -0.00492077   -0.00960462   -0.0163491   -0.0149708   -6.92719e-06   6.60517e-06   2.67433e-07   -5.51924e-06   -7.21071e-06   -0.0156108   -0.0034627   -0.0409061   -0.0811491   -0.0200677   -4.30538e-06   0.0611407   -0.098665   -2.33969e-08   0.000980611   0.0275597   0.0194945   -9.69188e-05   -0.0581978   -0.0578889   -0.00495236   -0.0113132   -0.012793   0.0032472   -0.0160032   0.026853   -0.00126732   6.22081e-05   -0.00925574   0.022444   0.00116124   0.00114073   0.0313125   -0.000524159   4.88603e-09   -0.00746016   -0.0040006   0.0103579   0.0144284   0.00122438   0.00616861   -0.14397   -0.00271329   0.00230328   -0.0031161   -0.0239396   0.0163246   0.0298674   0.00763869   -0.0204215   -6.51933e-06   -6.46271e-06   -5.36438e-08   -0.000136166   -5.28237e-06   -5.58168e-06   -0.00028408   -0.000134794   -0.00385164   -0.00295548   -0.0085902   -0.0049508   -1.21833e-06   -0.0089272   0.0194863   -0.00770236   -0.00223481   -0.0187765   -0.00351042   -0.0720327   -0.00440193   -0.00130768   -0.0105733   1.69992e-07   0.000595963   8.26667e-07   4.7086e-07   -0.000738316   0.000734083   0.0017713   -0.018695   -4.86827e-07   3.44621e-06   -5.14499e-06   0.00170245   -0.000729569   0.00102277   0.00646887   -0.00735245   -0.12195   
-0.136126   0.14017   1   0.0072603   0.0163632   0.0187631   0.00303493   -0.0288829   0.00362654   0.0288309   -0.000753005   0.0445861   0.0371583   -0.00606994   0.0114428   0.0495152   -0.00350491   -0.0288909   -0.0189464   -0.0150331   -0.0130179   0.0238596   0.0187113   0.0104933   -0.00470745   -0.0207295   0.00215653   0.0341686   0.0294983   0.0118649   0.0244707   0.0165873   0.0148205   0.00018695   0.00297274   -0.0157506   -0.0326453   -0.0395846   -0.00426276   -0.000641901   0.00470545   -0.0122055   0.0279974   0.0402989   0.0586869   0.121248   0.0259742   0.0394557   -0.121758   0.0814715   -0.0536468   -0.0292181   0.000665192   -0.000616026   -0.00118987   -0.000832996   -0.00142668   -0.00178797   -1.57663e-06   1.24448e-06   1.10922e-06   -9.10912e-07   -2.33928e-06   0.00441421   -0.0025589   -0.0113081   0.00314436   -0.0267254   2.69724e-06   0.00489262   -0.0429719   8.34058e-08   -0.00530951   0.00341344   0.0416407   -6.57274e-05   0.00633452   0.00644938   0.0138759   0.0095211   0.0169346   -0.0227166   0.00934675   -0.063599   0.0013713   0.000131466   -3.93669e-05   0.00187004   -0.00306204   -0.0208651   0.0116788   -0.00591515   5.61943e-09   0.00211343   0.00379879   0.0101728   0.00210681   -0.00103375   0.0293184   0.110125   -0.0315356   0.00179796   -0.0263548   0.0208636   0.0252038   -0.0368311   -0.00530313   0.00913326   -1.88149e-06   -1.28886e-06   -6.52135e-07   0.000212588   -2.08698e-06   -1.33429e-06   -0.000278595   0.000260459   0.000199094   0.00253934   -0.00999751   -0.00266637   1.19366e-06   0.00808707   0.00201331   0.00312387   0.0054591   -0.151034   -0.00904195   -0.0691038   -0.000979568   0.00272156   -0.00791441   -8.55744e-07   0.00105371   7.70738e-06   2.02964e-06   -0.00135521   0.00130198   0.000470289   -0.00831281   -9.37124e-07   6.00334e-06   -2.24353e-06   -0.000466478   0.000545219   -0.000339183   0.00418146   -0.00698367   -0.00996707   
0.0485272   1   0.14017   0.00917482   0.0191264   0.0270223   0.0111823   0.0182468   0.0338096   0.0359689   -0.0112537   -0.00486236   -0.0322013   -0.00893233   0.0526195   0.0449684   0.0123237   0.0186355   0.0327027   0.0218113   -0.00276976   -0.021568   -0.0586233   -0.0556029   -0.0318839   0.0125061   0.00445904   -0.00399543   -0.0114953   -0.0219486   -0.0239141   -0.0106685   -0.0198547   -0.0264559   -0.00893107   0.0120193   0.0170818   0.0290778   0.0214376   0.00551144   -0.0540818   0.0158982   -0.0893246   -0.0128266   0.0786984   0.15299   0.0541915   -0.0630864   0.0650187   0.0112862   0.208702   0.0463514   -0.00953503   -0.00112565   0.00278619   0.00510125   0.0096524   0.00592688   1.13721e-07   -1.59189e-06   1.01717e-06   4.069e-06   2.7263e-06   -0.0111821   0.00330944   0.030629   0.00799527   0.0181577   5.01683e-06   0.0460852   -0.0122549   2.01486e-07   0.0145128   -0.00963464   0.168808   0.000573403   0.00917111   0.0089717   -0.00303919   -0.018153   -0.0112346   -0.00796974   -0.0204019   0.041974   -0.00391081   -1.223e-06   -0.00393054   0.0144237   0.0030149   0.0220207   0.0127752   -0.00861933   1.95552e-07   -0.0197418   0.00809445   -0.00220354   -0.0217404   0.00906286   -0.18488   0.022237   -0.0463025   0.00827893   -0.0471394   0.0432499   -0.00747806   -0.00149626   0.0513028   0.00157503   1.26999e-07   2.88978e-06   -2.95624e-06   0.000550339   2.95464e-08   1.72381e-06   5.18621e-05   0.000607464   0.00124847   -0.00343961   0.0157002   -0.00406812   7.20934e-06   -0.0420059   -0.00930542   0.000491806   -0.00766832   0.190985   0.0278201   0.0309903   0.0068339   0.00217927   0.00851295   -4.99817e-06   -0.000359418   5.62208e-05   4.25075e-06   0.00147403   -0.00137606   0.00861313   -0.0166868   -1.07639e-06   9.65213e-06   4.99397e-06   -0.00280365   0.000900817   0.00130026   -0.00370327   -0.0106174   0.0737926   
1   0.0485272   -0.136126   0.0163605   -0.0666667   -0.121195   -0.0464613   0.0522943   -0.0111853   0.0121142   0.12352   0.0103988   -0.0835051   0.0219541   -0.0440069   0.0848505   0.126467   0.0984716   -0.0495206   -0.0687651   0.0029666   -0.0398655   -0.01437   -0.0236023   -0.073772   -0.137973   0.00214225   0.0222326   -0.0998691   0.0255515   -0.0559198   -0.139291   -0.0143162   0.079056   0.112991   0.205278   0.166847   0.0999378   -0.229036   0.0163093   0.093741   0.156462   0.287788   0.0133108   -0.124212   -0.183884   -0.0954861   -0.025629   0.370232   -0.398475   0.306161   0.0544449   -0.0156095   -0.0117876   0.00447548   -0.0228754   -0.0420375   -0.0387347   -1.50519e-06   2.31796e-06   -1.09536e-06   3.14879e-06   3.45978e-06   -0.0180629   0.000285705   -0.00213231   -0.0280811   0.0864634   -8.76141e-06   0.0614266   -0.131405   5.35347e-07   -0.0527266   0.222947   0.384769   0.00303667   0.0958838   0.0972503   0.0369861   0.0618686   0.0978224   -0.0378823   0.108388   -0.180851   -0.0230201   -0.000446823   -0.015519   0.00151892   -0.00684196   -0.0213656   -0.0183594   0.0214024   5.31864e-07   -0.0373111   0.00568737   -0.00843771   0.0945852   0.0274632   -0.0137596   -0.0759401   0.114004   -0.00691842   -0.130063   0.0213074   -0.0507809   0.0968177   0.155097   0.0344435   -2.05945e-06   -1.18831e-05   6.19071e-07   0.000429026   -1.40235e-06   3.46824e-06   0.000274408   0.000481697   -0.00855244   0.0178474   0.0235065   0.0204206   -2.05429e-06   -0.114006   0.0241598   0.01755   0.0132912   -0.0451835   0.0490562   -0.293849   -0.019507   -0.00257814   0.0405609   -1.1242e-05   -0.00423005   9.48127e-05   2.51354e-06   -0.00419548   0.00411753   -0.0312099   -0.0755785   -7.35371e-07   2.09376e-05   -6.45612e-06   0.0028369   -0.00217732   0.00519464   -0.0107878   -0.00388368   -0.32833   
