NUISANCE_PARAMETERS
SigXsecOverSM  0.033694 +0.568937 -0.568937
-0.0527266   0.0145128   -0.00530951   0.000980611   0.00210276   0.00792966   -0.00257584   -0.00498891   -0.00703208   -0.00130334   -0.00477745   0.00275035   0.00186356   0.00318669   0.00652701   -0.00499694   -0.00959163   -0.00300397   0.00443053   0.00696041   -7.94548e-05   -0.000752045   0.002214   0.00475135   0.00509417   0.00354337   -0.0022875   0.0031331   -8.79316e-05   -0.00255282   0.00263087   0.0106244   -0.000443868   -0.00279016   -0.00368752   -0.00956463   -0.00809657   -0.0027887   0.00296871   -0.00363415   0.038082   0.00226748   -0.0296677   0.0115957   0.012363   -0.00373866   0.00408873   -0.00220142   0.00153681   5.65065e-05   -0.00469576   -0.0622962   -6.792e-05   -0.000832901   -0.0025036   0.00191885   0.00372002   0.0032329   -9.81122e-07   1.15373e-06   5.41999e-07   -1.18881e-07   -2.0115e-07   0.000540893   -0.000234456   0.000765058   0.000516934   0.00118406   1.41801e-06   0.00410006   0.0287733   9.74043e-08   1   0.0106381   0.0963657   -0.0005021   -0.0159003   -0.0177979   0.000174146   0.000629165   0.00200346   0.000165219   0.00250177   -0.0051752   0.00225336   -1.31102e-06   0.000890416   0.00378454   -0.000401402   -0.000833557   -0.000573638   0.00314313   7.99995e-08   0.00233471   -0.0032785   0.000580891   -0.00395365   -0.00580969   0.00528507   -0.00298584   0.0164797   0.00102683   0.00891614   -0.0215043   0.000739281   -0.00999703   -0.0326345   0.00140391   -1.461e-06   -1.84048e-06   -1.41464e-06   -0.000154483   -8.06744e-07   -1.81184e-08   -1.19038e-05   -0.000186698   0.000392175   -0.0010238   -0.022878   0.00284689   2.36317e-06   0.0121975   -0.000696849   -0.000869696   -0.00137376   0.00404245   -0.00460873   0.0180067   -0.00048862   0.000739814   0.00195157   -2.8047e-06   -0.00194052   3.98129e-05   -2.84853e-07   9.19834e-05   -7.73813e-05   -0.00230614   0.0108634   5.8843e-07   4.41001e-06   6.48661e-07   0.000694753   -0.000117363   -0.0010609   0.000307709   0.000435987   0.0285905   
5.35347e-07   2.01486e-07   8.34058e-08   -2.33969e-08   -2.49833e-07   -4.5356e-08   -2.01595e-07   -1.31633e-07   -1.35156e-07   6.93e-08   2.55085e-07   1.61152e-07   -6.09344e-08   4.84168e-09   1.04363e-06   -2.20307e-07   -2.01124e-08   8.74096e-08   7.57693e-08   1.23792e-07   5.2271e-08   -2.62551e-08   -5.31705e-08   1.72674e-08   1.15062e-07   1.70677e-07   1.73596e-08   -1.03433e-07   -1.95042e-07   1.07337e-07   1.03211e-07   1.22805e-07   1.17634e-07   5.01837e-08   -3.62422e-08   -1.16673e-08   -9.77279e-09   1.9641e-08   -9.73371e-08   -9.24708e-09   1.61047e-07   1.87261e-07   -2.6603e-07   3.08604e-08   -1.80646e-07   6.81402e-08   1.84213e-08   4.50983e-08   1.12833e-06   1.38519e-07   2.55969e-07   4.11139e-07   3.01449e-08   1.60545e-08   5.38624e-08   1.38426e-08   9.94971e-09   2.0232e-08   -1.05778e-11   6.87918e-09   1.90561e-12   1.37274e-08   -6.86967e-09   7.65866e-08   2.35031e-08   4.39429e-08   -3.66497e-08   1.80579e-07   6.85669e-09   -2.01308e-08   3.85115e-07   1   9.74043e-08   -1.30446e-07   4.85774e-07   4.39029e-08   1.88148e-08   2.29358e-07   1.56803e-08   4.90517e-08   8.67537e-08   1.88629e-08   5.40042e-08   -3.89271e-08   3.02921e-08   1.27314e-08   -1.25684e-08   1.04277e-07   6.60488e-07   4.93727e-09   -5.7497e-09   2.36203e-08   6.86583e-09   2.63e-08   1.67059e-07   -5.93263e-08   8.06227e-08   2.9265e-08   1.45827e-07   -2.31819e-07   1.09642e-07   1.31668e-07   1.09264e-07   2.36359e-07   -1.56064e-07   1.27737e-07   7.35809e-08   5.57106e-08   -1.49009e-11   -9.96702e-12   1.37231e-08   -4.96865e-09   6.84924e-09   1.37223e-08   1.52321e-08   2.13821e-09   4.78694e-08   -1.07935e-07   -5.49542e-08   -9.1329e-11   6.87881e-09   1.5323e-07   1.24669e-07   -6.21336e-08   -1.40836e-07   -4.71192e-08   2.90651e-07   -3.65292e-08   3.78335e-08   1.37124e-08   -6.42831e-08   6.85435e-09   8.01416e-08   7.04303e-09   1.81213e-11   -9.34153e-10   7.80378e-09   9.94764e-08   -6.79156e-08   6.86235e-09   1.37689e-08   6.86289e-09   4.6447e-09   3.45044e-08   -3.68261e-10   3.9037e-08   5.92748e-08   1.45738e-07   
-0.131405   -0.0122549   -0.0429719   -0.098665   -0.130838   0.0393003   0.0285568   0.0215071   0.0944781   0.0813571   0.065361   -0.0601724   -0.107278   -0.0029333   -0.0821266   0.0568159   -0.194716   -0.0684209   0.0386339   0.129278   0.0845167   0.0302804   -0.0023839   -0.019992   0.0333516   -0.0176887   0.00874743   -0.154497   -0.00697617   -0.281108   -0.116061   0.0734311   0.1069   0.0944079   0.0368416   0.0697448   -0.0109988   0.0418064   -0.115519   -0.0188203   0.0789714   0.061544   -0.546095   -0.0563687   -0.161549   0.348702   -0.13227   -0.160187   0.161284   0.183353   0.0863918   0.182051   0.0062064   0.00160534   -0.00714627   0.0457319   0.0819765   0.0715657   7.212e-06   -3.65869e-06   -2.30027e-07   7.63782e-06   1.13569e-05   0.00121762   -0.000886667   -0.0418809   0.0669061   -0.053633   2.13595e-05   -0.2009   1   3.85115e-07   0.0287733   0.0673801   -0.219203   -0.00193218   -0.125892   -0.130926   0.0187047   0.0378324   0.0404224   -0.0151228   0.0482902   -0.0466126   0.011132   -7.03784e-05   -1.07352e-05   0.0488501   -0.00327024   -0.00675081   0.0043524   -0.00278083   1.75134e-07   0.0205386   0.0138746   -0.0299996   0.036442   -0.0309492   -0.0170953   -0.0601017   -0.0156026   -0.0129145   0.0168438   0.0838216   -0.0426042   0.0223443   -0.181026   0.061476   5.656e-06   1.54009e-05   -3.28006e-06   0.000980451   5.73528e-06   1.66724e-06   0.000603391   0.00103159   0.0107821   0.0177678   0.0475675   0.00542409   1.36965e-05   0.148261   -0.00353707   -0.0173983   0.0137836   0.0630946   -0.0790153   0.205024   -0.0237359   0.0128378   0.0157104   -3.78072e-06   0.00163565   9.86422e-06   1.47986e-05   -0.00412284   0.00405929   0.00918767   0.0643997   -1.2251e-07   1.94991e-05   1.49335e-05   -0.000371107   0.00388171   -0.00610959   -0.0169408   -0.0222553   0.660907   
0.0614266   0.0460852   0.00489262   0.0611407   0.105698   -0.0377653   -0.0869631   0.0941083   -0.0122931   -0.0380772   0.0739275   0.152944   -0.163206   -0.00583397   -0.0738635   -0.0582924   -0.0143255   0.0160919   0.0474273   0.0273974   0.0204477   0.0530946   0.000683991   0.0212348   -0.10156   0.0148783   0.00405605   0.300196   -0.0656343   0.0133094   -0.109149   0.0229879   -0.0388136   -0.0174656   -0.124914   -0.0235444   0.0546303   0.130453   0.0365386   -0.00313581   -0.0153773   -0.0772658   -0.057586   -0.0271533   0.0214997   0.149295   0.0244195   -0.0380166   0.160254   0.0512025   -0.0697054   0.0130558   0.00399911   -0.000152394   -0.00422545   0.00795749   0.014832   0.0142965   -1.05154e-05   1.1052e-05   -3.61557e-07   -8.29084e-06   -1.13813e-05   -0.00482225   -0.00632705   -0.00638362   0.0903603   0.00736808   -8.55447e-06   1   -0.2009   -2.01308e-08   0.00410006   0.0564475   -0.0151403   5.55945e-05   -0.0282669   -0.0279383   0.00728207   0.0250993   0.0185072   0.00607788   0.0280044   0.0151892   -0.00561429   -0.00014321   -0.00262827   0.023526   -0.00126995   0.00077083   0.0119879   -0.00568651   -1.04177e-07   0.00367572   0.0066452   0.0483147   -0.0550259   -0.00505887   0.0225796   -0.00221399   -0.0303759   -0.0116161   0.0256835   0.038615   0.0381755   -0.00210769   -0.02907   -0.0870537   -1.03437e-05   -6.59196e-06   -1.55251e-06   0.000435082   -1.0377e-05   -1.13298e-05   -0.000984323   0.000545569   0.000607929   0.00354219   -0.00036718   -0.00622482   6.96605e-06   -0.0182499   0.000826376   -0.0177742   -0.00073893   -0.100639   -0.0262676   0.0613581   -0.000765574   0.000390375   0.0108097   -2.24509e-06   0.000832525   2.55191e-05   3.18377e-06   0.00423019   -0.00396774   0.014155   -0.0189204   -5.40116e-07   9.86911e-06   1.54838e-06   -0.00165024   -0.000279169   0.000527139   -0.00686005   -0.0240792   0.111624   
-8.76141e-06   5.01683e-06   2.69724e-06   -4.30538e-06   -2.81016e-06   1.91245e-06   -1.71829e-06   -4.39005e-06   1.4264e-06   2.15664e-06   -6.29741e-07   -1.98979e-06   -3.46849e-06   3.37625e-09   2.9021e-06   1.13964e-07   -1.30489e-05   -1.45335e-05   -6.21026e-06   -8.74621e-07   2.40202e-07   2.59533e-06   5.59411e-07   1.33653e-06   5.70835e-06   4.74927e-06   -5.39516e-08   -3.18032e-06   5.68775e-06   4.11126e-05   -5.49231e-06   -5.37119e-06   -2.84583e-06   -7.97538e-07   -4.20612e-07   1.58058e-06   9.29277e-07   -1.95908e-06   -6.93577e-06   2.30734e-07   -5.96393e-06   -1.33076e-05   -6.16536e-06   -1.61944e-06   -1.40122e-06   2.47889e-05   4.44898e-07   -4.37513e-06   -1.06928e-05   -6.35759e-06   1.51097e-05   -1.18977e-05   1.37419e-06   7.51107e-07   -4.30881e-07   1.87402e-06   5.17684e-06   3.91628e-06   -2.03377e-07   4.29841e-07   7.10651e-09   6.75511e-07   9.5198e-09   1.85535e-06   -1.17391e-06   -3.26883e-07   5.51278e-06   -7.06098e-06   1   -8.55447e-06   2.13595e-05   6.85669e-09   1.41801e-06   4.66113e-06   1.19148e-08   2.1536e-05   -5.08072e-07   1.69904e-05   -2.20774e-06   -4.64004e-06   -3.959e-06   1.48082e-06   -4.09995e-06   1.07506e-05   1.16664e-07   3.4107e-08   -7.10677e-07   1.76708e-06   8.43567e-08   4.16164e-07   -1.74476e-06   2.90852e-09   3.57379e-12   1.92405e-06   1.78725e-09   5.33401e-08   5.07308e-06   3.73158e-07   3.00516e-06   -6.74769e-06   -3.95986e-10   5.35044e-07   -5.22487e-06   -3.09507e-07   2.32928e-06   -4.65592e-06   2.14398e-06   1.84956e-06   1.63502e-08   2.36447e-07   6.6882e-09   6.4195e-07   9.09542e-09   2.35978e-07   2.24513e-07   -2.01616e-08   9.78946e-07   -3.81594e-07   -7.20209e-07   -5.0736e-07   4.30416e-10   2.83732e-06   -4.88824e-07   7.4902e-07   2.71921e-08   5.78553e-07   -4.61097e-06   1.02957e-05   -2.47669e-07   9.80109e-07   -4.41865e-06   -8.66165e-10   3.01781e-06   2.21009e-07   7.43101e-09   5.80869e-07   1.39699e-07   -1.49384e-08   3.07084e-06   -1.65424e-11   2.28639e-07   2.21541e-07   2.05557e-07   9.11936e-08   3.32839e-07   1.84803e-06   -4.10486e-07   3.4447e-05   
0.0864634   0.0181577   -0.0267254   -0.0200677   0.0390913   0.0140342   6.91709e-05   0.0449921   -0.0147946   -0.0267974   0.00499997   -0.0268832   0.0261748   -0.00417018   -0.026823   0.00699532   -0.0438439   -0.00315435   0.00154562   -0.0556246   0.0501529   0.0204194   -0.0222937   0.0197019   0.0224116   -0.0174231   0.00162148   -0.0574295   0.0148701   0.0421006   -0.0245533   -0.0238481   0.0611655   -0.025824   -0.00655559   -0.0287465   0.0230071   -0.0155727   0.0157437   -2.40085e-05   -0.0200787   -4.814e-05   -0.02842   -0.0029353   0.0139252   0.0749002   0.0050365   0.000271107   -0.00742372   -0.00607867   -0.012232   0.0117431   -0.00134639   -0.000900471   0.000861551   0.000175263   -3.19081e-05   -6.07533e-06   -6.79954e-06   5.34299e-06   -4.07357e-07   -5.37295e-06   -5.13691e-06   0.00958196   0.00219423   -0.0151687   0.0250379   1   -7.06098e-06   0.00736808   -0.053633   1.80579e-07   0.00118406   -0.00729721   0.0504804   -0.00022956   -0.00544081   -0.00577032   0.00863472   0.0171919   0.0134924   -0.00648299   0.0160751   -0.0471129   0.000473673   5.14825e-05   0.00145306   -0.00503422   -0.000616123   -0.00419691   0.00811697   -0.0040369   1.17152e-07   0.00444205   0.00303217   -0.00894488   0.00462083   2.64341e-05   0.00126955   0.0279164   -0.0216529   -0.00421829   -0.00993369   0.0156851   -0.00598861   0.00983322   -0.000472574   0.0143916   -6.85195e-06   -7.0782e-06   -1.67092e-06   0.000221844   -6.55912e-06   -6.59678e-06   0.000154813   0.000233999   0.000344814   0.00457228   0.00322884   -0.00291442   9.90624e-07   0.000182343   -0.00780655   0.00274735   0.00545566   0.0173979   -0.0151432   -0.0122392   -0.0025009   0.000455479   0.00129233   -1.37672e-06   -6.63061e-05   1.91988e-05   -6.55573e-07   -0.000333754   0.000358096   0.0024915   -0.0136034   -4.78705e-07   5.85815e-06   -2.4969e-06   -0.000119273   0.000404034   -3.11016e-06   0.00276338   -0.00366669   -0.000531967   
-0.0280811   0.00799527   0.00314436   -0.0811491   -0.173327   0.0155545   -0.0171465   0.0257646   0.0666889   -0.0530053   -0.0570945   -0.000365291   0.0475096   0.0031391   0.0156704   -0.00532967   0.0403434   0.0143655   -0.0491683   0.00184127   -0.0524867   0.0155715   0.0384215   -0.0264486   -0.00427906   0.0110324   0.000876696   0.0370631   0.00399479   -0.0535611   0.0404277   0.0173199   -0.0241751   0.0530081   0.0247006   0.0361409   -0.0422936   -0.0603615   0.00359225   -4.82458e-05   0.00240538   -0.0174773   -0.0135685   0.00682378   -0.00689735   0.00485634   -0.00507178   0.019416   0.0296752   0.00300043   0.021302   0.0156497   -0.000544496   -0.000239488   -0.00148724   -0.000344927   -0.000638393   -0.000998932   4.51576e-06   -3.35203e-06   3.92598e-07   4.72263e-06   4.64779e-06   -0.00128438   -0.00171776   -0.0122277   1   0.0250379   5.51278e-06   0.0903603   0.0669061   -3.66497e-08   0.000516934   -0.0189708   -0.010767   0.000172487   -0.0092233   -0.00917268   -0.00323483   -0.00751164   -0.00712125   0.00209044   -0.00909624   0.00160516   -0.00302603   -5.0501e-06   -0.00128509   -0.00128888   0.00097471   0.000493601   -0.0207907   0.00306185   3.54665e-08   -0.00128344   0.00163449   0.00749351   0.0176216   -6.15418e-05   0.00452569   -0.0327854   0.0162941   0.00246497   -0.00150175   0.0086332   0.0115368   0.00927359   -0.000134355   -0.0242427   3.77193e-06   4.34365e-06   -3.04588e-07   0.000121887   3.7497e-06   4.49958e-06   -0.000167055   0.000120019   0.0003593   -0.00355206   0.00398952   0.00021649   1.76157e-07   0.0343368   0.00812541   -0.00645928   -0.00212574   0.0075979   -0.00227173   -0.00939743   -0.00374862   0.000389784   -0.00693474   2.09271e-10   -0.000301009   1.4461e-05   6.43025e-07   -0.00139938   0.00129394   -0.000654461   0.00952771   2.5614e-07   5.49641e-07   4.80183e-07   0.000575765   -0.000449429   0.000146938   -0.00136372   0.00708672   -0.000746868   
-0.00213231   0.030629   -0.0113081   -0.0409061   -0.0289314   -0.00408512   -0.0075835   0.0347993   -0.0175891   -0.0480866   -0.0167982   0.0184314   0.0271831   0.000814665   -0.00333273   -0.00603899   -0.0166512   -0.00946539   -0.00617365   -0.0221586   0.0254414   0.01448   -0.0142068   0.0188884   0.00625221   0.0077089   0.00137902   0.0061123   0.0102977   -0.00681338   0.000731682   0.00889079   0.0172597   0.00254118   -9.47503e-05   0.0084822   -7.45279e-05   -0.0159198   -0.0192844   -0.00172259   -0.0131466   -0.0176493   -0.0353448   0.0040766   0.00953289   0.0631969   0.00855468   0.0144418   -0.0184784   0.0128274   0.0096242   0.00957455   -0.00107451   -0.000422097   -0.00128503   0.00164661   0.00303476   0.00263738   -2.56467e-06   2.98109e-06   2.71789e-07   -2.13939e-06   -2.55975e-06   0.00733362   0.000132385   1   -0.0122277   -0.0151687   -3.26883e-07   -0.00638362   -0.0418809   4.39429e-08   0.000765058   -0.0128809   0.00505819   -0.000465376   -0.0123111   -0.0127103   0.000589378   0.00121341   0.00197358   -1.4229e-06   0.00232275   -0.017763   0.000732378   5.76364e-05   0.00126678   -0.00621863   6.81731e-05   -0.00177663   -0.00634651   0.000798743   -3.42359e-08   0.00471153   0.00240286   0.00245496   0.00670953   -0.00272309   0.0111242   -0.00138974   0.00421539   -0.000524018   0.00584284   0.0131845   0.00734203   -0.0114044   -0.0159507   -0.0054109   -2.72864e-06   -1.55257e-06   -7.52898e-07   0.000163841   -2.47575e-06   -2.96199e-06   -6.99391e-05   0.000194013   0.000769145   -0.000536883   0.00145718   -0.00238369   9.43399e-07   0.00745634   -0.000231409   -0.00750757   0.000262086   0.0345979   -0.00640812   -0.00682973   -0.00688564   0.000432551   -0.00553803   -9.4875e-07   9.5218e-06   7.75075e-06   2.72377e-06   -0.00113798   0.00111969   0.00334387   -0.0040471   -2.26161e-07   5.33105e-06   -2.03421e-06   -0.000113985   0.000304835   -0.000428769   0.00096216   6.17845e-05   0.0262365   
0.000285705   0.00330944   -0.0025589   -0.0034627   0.00209279   -0.00188739   0.00280847   -0.00160761   0.000636211   0.000702202   0.00428473   -0.00267774   0.000714862   4.82776e-05   0.000893121   0.00186878   -0.000120335   -0.0010736   -0.00189425   -0.00178779   -0.000195671   -0.000628918   -0.0002512   -0.000465046   0.000193622   -0.000297019   -0.000183351   0.0100612   -0.000487154   -0.000326666   0.000778194   -0.000763969   -4.77968e-05   0.000772941   0.00075656   0.000588901   0.000179975   -0.000195727   -0.00184863   6.40892e-05   0.00270558   -0.00219357   0.00508371   0.0025728   0.00174476   -0.00431737   0.000640062   0.000241181   -0.00175029   0.00390241   -0.00157785   -0.00105065   0.000289903   0.000116913   -0.000144634   -4.72187e-05   -0.000115461   -0.000154048   -8.48818e-07   1.31144e-06   1.83145e-07   -6.92619e-07   -9.09692e-07   0.000278206   1   0.000132385   -0.00171776   0.00219423   -1.17391e-06   -0.00632705   -0.000886667   2.35031e-08   -0.000234456   0.000293119   -0.00271576   -5.12159e-05   -0.00178052   -0.0018277   -0.000150363   -0.0011732   -0.000727506   -0.000464294   -0.00138217   0.00142477   -0.000186997   3.77564e-06   -8.69449e-05   0.000777439   -5.87599e-05   -0.000402014   0.000615085   4.14639e-05   4.47571e-09   -0.000356677   -0.00029009   0.0018352   0.000304283   0.000114182   0.000845588   0.00220458   0.000243698   0.00014049   -0.00301136   -0.00177938   0.00224496   -0.00133197   0.000812811   -0.00128797   -8.29524e-07   -1.1324e-06   -1.61349e-07   -9.88432e-06   -1.001e-06   -1.05027e-06   -3.93228e-05   -1.16104e-05   1.06202e-05   0.000282935   -0.000430776   0.000266011   -2.12055e-08   -0.0016921   9.1166e-05   0.000137196   0.000264629   0.000802656   -0.000223714   -0.00350941   6.04812e-05   2.39548e-05   0.000221255   1.03295e-07   -1.57503e-05   1.98196e-06   3.42626e-07   -5.1079e-05   5.20055e-05   -0.000453141   -0.0010326   2.93867e-08   1.10811e-07   -8.76199e-07   -0.000152557   -6.31539e-05   0.000154192   -3.5973e-05   0.000174654   -0.000862691   
-0.0180629   -0.0111821   0.00441421   -0.0156108   -0.013848   0.0082591   0.0146823   0.0182568   0.00121488   -0.0186605   0.0143801   0.0220469   -0.0276897   -0.00194429   -0.0174038   0.00967527   0.00119632   -0.00216907   -0.000392763   0.014727   0.0112833   0.0163231   -0.0142065   0.0044079   -0.0114769   -0.02239   0.000631223   0.00956601   0.000853512   -0.0141512   -0.0101987   -0.00171985   -0.00621323   -0.0142457   -0.0011969   -0.00216021   -0.00304054   0.00306398   0.0201097   0.000518714   -0.00883363   0.00810209   -0.0124658   -0.00190365   0.00851663   0.0128965   0.000481168   -0.00363952   0.0186719   0.0208206   0.00822095   -0.00410342   0.00161648   0.000519474   -0.000990787   0.00179874   0.00327092   0.00281104   1.05241e-06   -1.1648e-06   4.52994e-07   1.74896e-06   1.67654e-06   1   0.000278206   0.00733362   -0.00128438   0.00958196   1.85535e-06   -0.00482225   0.00121762   7.65866e-08   0.000540893   0.0114103   -0.00195203   4.18019e-05   -0.00374547   -0.00366539   -0.00107119   -0.0029319   -0.00319979   0.000259839   -0.00425269   0.0163139   -0.00140011   1.28292e-05   -2.92279e-05   0.00797989   -0.000122946   0.000693385   0.00238908   -0.00188958   -3.00824e-09   -0.000898437   0.00107146   0.0019123   -0.0132191   0.00084128   -0.00398511   0.0027549   -0.0100691   -0.00273698   -0.00897871   0.00615389   0.00287928   -0.00874319   0.00481906   -0.00263772   1.15408e-06   1.33888e-06   -4.45014e-07   6.7242e-05   1.10415e-06   9.77243e-07   -4.25244e-05   7.95943e-05   -0.000199002   0.00340121   -0.001644   -0.00121875   1.0998e-06   0.00162303   -0.00290025   -0.00232024   0.00204652   0.00395364   -0.0079628   0.00869295   -0.000637821   0.000284918   0.00275129   -5.08419e-07   -2.98512e-05   4.72632e-06   3.53166e-07   0.00082931   -0.00081037   0.00238252   -0.0022687   8.87172e-09   8.45827e-07   2.01082e-06   -3.3988e-05   6.16475e-05   -5.31534e-05   -0.00124535   -0.00623254   0.0251341   
3.45978e-06   2.7263e-06   -2.33928e-06   -7.21071e-06   -7.16164e-06   -6.88453e-07   -1.53449e-06   8.82714e-07   3.21843e-06   1.2798e-06   -4.23273e-07   -1.3425e-06   1.26294e-06   -2.62367e-07   6.04736e-06   -1.51014e-06   -8.8985e-06   -8.22343e-06   -5.02787e-06   -2.40975e-06   -1.94708e-06   -6.55847e-07   1.63096e-06   2.33634e-06   5.45908e-06   3.58075e-06   5.10913e-07   -5.09842e-06   4.35597e-06   4.70096e-05   -2.99276e-06   -7.42692e-06   -9.69314e-06   -3.32247e-06   -2.19457e-06   -1.06643e-06   2.77379e-06   5.11326e-06   -5.45221e-06   1.90074e-07   -7.9107e-07   8.59247e-06   -1.21802e-05   -1.13636e-06   -9.62787e-07   -5.1918e-06   4.08515e-06   -3.64415e-06   -8.35134e-06   -7.76046e-06   1.07904e-05   -1.37306e-06   -1.83385e-07   1.89632e-07   -9.08145e-08   1.56178e-06   2.98381e-06   2.48557e-06   2.35929e-07   2.10505e-07   6.91158e-09   1.61293e-08   1   1.67654e-06   -9.09692e-07   -2.55975e-06   4.64779e-06   -5.13691e-06   9.5198e-09   -1.13813e-05   1.13569e-05   -6.86967e-09   -2.0115e-07   3.50326e-06   3.44253e-06   2.19997e-05   -1.06392e-06   2.32493e-05   1.83611e-07   -5.14304e-09   4.34711e-07   -3.85983e-07   2.91034e-07   -1.13249e-06   -2.10347e-07   2.65389e-08   3.036e-07   3.65004e-07   1.62512e-07   -3.74901e-07   -6.77343e-07   -2.50662e-07   1.12628e-11   1.00917e-06   9.41377e-07   -4.46346e-07   2.82321e-06   3.5551e-07   6.66066e-07   -1.84303e-06   -1.3598e-06   9.59821e-07   -3.79879e-06   5.03191e-06   1.13806e-06   -6.08625e-06   1.85835e-06   3.3701e-06   -2.17258e-07   2.27462e-09   6.83095e-09   2.42874e-07   8.61419e-09   4.55392e-07   2.38585e-07   -1.78364e-07   7.73578e-07   -8.64391e-07   3.05657e-06   7.45423e-08   2.54352e-10   2.14523e-06   9.82992e-07   1.583e-06   -5.26389e-07   4.39895e-06   1.65176e-07   8.92343e-06   4.3405e-07   9.08772e-07   -1.79262e-06   -2.20373e-07   2.66569e-06   1.73536e-09   2.12979e-07   3.8266e-07   3.04917e-07   7.83919e-07   1.03046e-06   8.46464e-11   2.27351e-07   1.90845e-09   -6.26033e-08   1.68691e-08   3.13051e-07   2.4366e-06   1.84961e-06   2.32335e-05   
3.14879e-06   4.069e-06   -9.10912e-07   -5.51924e-06   -5.19693e-06   3.39885e-07   -1.35294e-06   6.09129e-07   2.31002e-06   1.06871e-06   -8.729e-07   -1.1664e-06   5.85042e-07   6.52063e-08   6.01763e-06   -1.45132e-06   -8.61399e-06   -8.86352e-06   -4.86885e-06   -1.81605e-06   -9.14493e-07   -6.70669e-07   1.04016e-06   2.44631e-06   5.59814e-06   4.97035e-06   -1.65196e-08   -3.34277e-06   3.59857e-06   4.71473e-05   -2.98338e-06   -7.99475e-06   -8.60733e-06   -1.35249e-06   -2.42614e-07   9.15937e-07   2.26902e-06   1.56339e-06   -6.53547e-06   2.70799e-07   -4.31709e-06   -6.97653e-07   -2.0949e-06   1.77661e-06   -2.23247e-06   -2.85965e-06   4.75602e-06   -2.50834e-06   -8.17498e-06   -5.61834e-06   1.08086e-05   2.60576e-06   5.23556e-08   7.60383e-07   6.08588e-07   1.25117e-06   3.04365e-06   2.59047e-06   9.20224e-09   -1.59378e-08   4.39553e-07   1   1.61293e-08   1.74896e-06   -6.92619e-07   -2.13939e-06   4.72263e-06   -5.37295e-06   6.75511e-07   -8.29084e-06   7.63782e-06   1.37274e-08   -1.18881e-07   1.87465e-06   1.11292e-05   2.26488e-05   -5.02254e-06   2.26777e-05   -5.47943e-07   -1.38901e-06   -1.07409e-06   2.3357e-07   -1.45448e-06   2.91636e-06   -1.11272e-07   1.71016e-08   1.61623e-07   2.12968e-06   -4.25483e-10   -1.35938e-07   -5.45284e-07   6.74641e-08   6.88105e-09   7.60016e-07   2.24462e-08   -1.90353e-07   4.32273e-06   4.31353e-07   1.60709e-06   -2.25101e-06   3.31264e-07   9.81493e-07   -4.66022e-06   -7.60538e-08   1.17303e-06   -3.55546e-06   2.3621e-06   2.88193e-06   -1.96862e-07   -1.96854e-07   -2.19778e-07   -2.80375e-09   -2.04211e-07   -2.10509e-07   4.44025e-07   -1.63504e-08   1.22998e-06   -4.56378e-07   4.74961e-06   1.1705e-07   7.1636e-09   1.46955e-06   5.76057e-07   1.97689e-06   8.85214e-09   1.57755e-06   -1.30361e-06   8.16207e-06   3.14594e-07   1.0639e-06   -2.25362e-06   -2.13561e-07   -6.47485e-08   -3.83514e-09   2.19877e-07   2.67024e-07   4.30457e-07   -1.02618e-07   -1.24666e-06   6.90599e-09   4.40586e-07   -5.05544e-09   4.83976e-08   8.42193e-08   1.89775e-07   2.62851e-06   2.49948e-06   2.18349e-05   
